lsoa,mean_ptal_score,ptal_rating,sample_postcode,borough_outbound
E01026997,,,NN2 8ES,
E01026998,,,NN5 6UH,
E01026999,,,NN11 5NP,
E01027000,,,NN6 9AS,
E01027001,,,NN6 8AQ,
E01027002,,,NN6 8PB,
E01027003,,,NN6 9BG,
E01027004,,,NN11 3BA,
E01027005,,,NN6 6AH,
E01027006,,,NN6 6NU,
E01027007,,,NN11 4DH,
E01027008,,,NN11 4RD,
E01027009,,,NN11 4HW,
E01027010,,,NN11 4EP,
E01027011,,,NN11 2AB,
E01027012,,,NN11 0PE,
E01027013,,,NN11 4DW,
E01027014,,,NN11 0FW,
E01027015,,,NN6 7GG,
E01027016,,,NN6 6NP,
E01027017,,,NN6 7BW,
E01027018,,,NN3 1AU,
E01027019,,,NN2 8RD,
E01027020,,,NN3 1FH,
E01027021,,,NN6 8BJ,
E01027022,,,NN6 8BP,
E01027023,,,NN6 9EN,
E01027024,,,NN11 3BH,
E01027025,,,NN7 4ED,
E01027026,,,NN6 6AE,
E01027027,,,NN6 6WA,
E01027028,,,NN11 3DF,
E01027029,,,NN11 3DH,
E01027030,,,NN6 6AB,
E01027031,,,NN14 3AW,
E01027032,,,NN14 3AH,
E01027033,,,NN17 3BA,
E01027034,,,NN10 8AA,
E01027035,,,NN10 0SP,
E01027037,,,NN10 8BF,
E01027038,,,NN9 5BF,
E01027039,,,NN8 4BN,
E01027040,,,NN9 5EF,
E01027041,,,NN9 5AU,
E01027042,,,NN8 1RR,
E01027043,,,NN17 3AA,
E01027045,,,NN14 1DY,
E01027050,,,NN17 3BG,
E01027051,,,NN9 6DN,
E01027052,,,NN9 6BZ,
E01027053,,,NN9 6BB,
E01027054,,,NN9 6EG,
E01027055,,,NN9 6BD,
E01027056,,,NN9 6BY,
E01027057,,,NN14 4AR,
E01027058,,,NN10 0EB,
E01027059,,,NN10 0DJ,
E01027060,,,NN10 0AA,
E01027061,,,NN10 0AJ,
E01027062,,,NN10 6AA,
E01027063,,,NN10 6AD,
E01027064,,,NN10 6AS,
E01027065,,,NN10 0FA,
E01027066,,,NN10 0GA,
E01027067,,,NN10 0TT,
E01027068,,,NN10 0FD,
E01027069,,,NN10 0BY,
E01027070,,,NN10 9EF,
E01027071,,,NN10 9EH,
E01027072,,,NN10 6RU,
E01027073,,,NN10 9GE,
E01027074,,,NN9 6AA,
E01027075,,,NN14 4NG,
E01027076,,,NN14 3ZT,
E01027077,,,NN14 3EQ,
E01027078,,,NN14 3AL,
E01027079,,,NN16 9AD,
E01027080,,,NN16 9AH,
E01027081,,,NN16 9NW,
E01027082,,,NN16 8AW,
E01027083,,,NN16 9JT,
E01027084,,,NN15 5PD,
E01027085,,,NN15 4BA,
E01027086,,,NN15 6BN,
E01027087,,,NN16 9AN,
E01027088,,,NN16 8NP,
E01027089,,,NN16 9AL,
E01027090,,,NN14 1BJ,
E01027091,,,NN15 5FF,
E01027092,,,NN15 5FA,
E01027094,,,NN14 2FN,
E01027095,,,NN14 2BF,
E01027096,,,NN15 5AU,
E01027097,,,NN15 5AY,
E01027098,,,NN15 5AR,
E01027099,,,NN15 6BF,
E01027100,,,NN15 6DR,
E01027101,,,NN15 5FD,
E01027102,,,NN15 5GA,
E01027103,,,NN14 1AA,
E01027104,,,NN16 8BD,
E01027105,,,NN16 8AD,
E01027106,,,NN16 8NA,
E01027107,,,NN14 2GL,
E01027108,,,NN14 2FJ,
E01027109,,,NN14 2QB,
E01027110,,,NN14 1RT,
E01027111,,,NN15 7DW,
E01027112,,,NN15 7BL,
E01027113,,,NN15 6AA,
E01027114,,,NN15 6AD,
E01027115,,,NN15 7BF,
E01027116,,,NN15 6FX,
E01027117,,,NN16 8AJ,
E01027119,,,NN14 1EE,
E01027120,,,NN15 5AT,
E01027121,,,NN15 4AE,
E01027122,,,NN15 5AD,
E01027123,,,NN14 2AR,
E01027124,,,NN14 1LW,
E01027125,,,NN14 1QL,
E01027126,,,NN14 2BD,
E01027127,,,NN16 0AE,
E01027128,,,NN15 7AA,
E01027129,,,NN14 1QU,
E01027130,,,NN15 6DP,
E01027131,,,NN15 6BB,
E01027132,,,NN1 4BN,
E01027133,,,NN1 4AN,
E01027134,,,NN1 4AT,
E01027135,,,NN1 4EX,
E01027136,,,NN1 4EY,
E01027137,,,NN3 3SR,
E01027138,,,NN3 3XA,
E01027139,,,NN3 3SF,
E01027140,,,NN2 1AA,
E01027141,,,NN3 4BG,
E01027142,,,NN3 4AQ,
E01027143,,,NN2 8AD,
E01027144,,,NN2 8DB,
E01027145,,,NN2 7AA,
E01027146,,,NN2 8AU,
E01027147,,,NN2 6PE,
E01027148,,,NN2 8LX,
E01027149,,,NN2 8QR,
E01027151,,,NN5 5AZ,
E01027152,,,NN2 6DD,
E01027153,,,NN1 1AA,
E01027154,,,NN1 2PA,
E01027155,,,NN1 2EB,
E01027156,,,NN4 8AR,
E01027158,,,NN4 8DZ,
E01027159,,,NN4 8AT,
E01027160,,,NN4 8EH,
E01027161,,,NN4 8BT,
E01027162,,,NN4 0DA,
E01027163,,,NN4 0BA,
E01027164,,,NN4 0DE,
E01027165,,,NN4 0BJ,
E01027166,,,NN4 0SA,
E01027167,,,NN4 0BL,
E01027168,,,NN3 2AH,
E01027169,,,NN1 5PP,
E01027170,,,NN3 2BP,
E01027171,,,NN3 1AY,
E01027172,,,NN3 1AD,
E01027173,,,NN3 2HZ,
E01027174,,,NN3 5EQ,
E01027175,,,NN3 4DF,
E01027176,,,NN3 5DQ,
E01027177,,,NN3 5AA,
E01027178,,,NN3 4DB,
E01027179,,,NN3 2BN,
E01027180,,,NN3 2DA,
E01027181,,,NN3 3DE,
E01027182,,,NN3 2NH,
E01027183,,,NN1 5PR,
E01027184,,,NN1 4RF,
E01027185,,,NN2 6DX,
E01027186,,,NN1 4BF,
E01027187,,,NN1 4LA,
E01027188,,,NN2 7DU,
E01027189,,,NN2 7BT,
E01027190,,,NN2 6EB,
E01027191,,,NN2 6AS,
E01027192,,,NN2 6JP,
E01027193,,,NN2 8PL,
E01027194,,,NN2 8AA,
E01027195,,,NN3 4DP,
E01027196,,,NN3 1GP,
E01027197,,,NN3 4DH,
E01027198,,,NN3 4DW,
E01027199,,,NN3 4EN,
E01027200,,,NN3 4ES,
E01027201,,,NN4 0BZ,
E01027202,,,NN4 0AA,
E01027203,,,NN4 0FA,
E01027204,,,NN4 0HB,
E01027205,,,NN4 6AA,
E01027206,,,NN4 0AH,
E01027207,,,NN5 6NG,
E01027208,,,NN5 5PJ,
E01027209,,,NN5 6EF,
E01027210,,,NN5 6BF,
E01027211,,,NN5 6LU,
E01027212,,,NN5 6EL,
E01027213,,,NN5 6DS,
E01027214,,,NN5 6BY,
E01027215,,,NN5 6JX,
E01027216,,,NN5 6AA,
E01027217,,,NN5 4EX,
E01027218,,,NN3 1AP,
E01027219,,,NN3 1AW,
E01027220,,,NN2 7LA,
E01027221,,,NN3 1AB,
E01027222,,,NN3 1EY,
E01027223,,,NN1 1AB,
E01027224,,,NN1 4AS,
E01027225,,,NN1 3JA,
E01027226,,,NN1 4AL,
E01027227,,,NN1 3AX,
E01027228,,,NN1 3DL,
E01027229,,,NN2 6NS,
E01027230,,,NN2 7FE,
E01027231,,,NN2 6PB,
E01027232,,,NN2 7AB,
E01027233,,,NN4 8JF,
E01027234,,,NN4 8FQ,
E01027235,,,NN4 8ET,
E01027236,,,NN5 5BL,
E01027237,,,NN5 5AA,
E01027238,,,NN5 5BE,
E01027239,,,NN5 7AP,
E01027240,,,NN5 6AB,
E01027241,,,NN5 5EZ,
E01027242,,,NN5 7AS,
E01027243,,,NN5 7JG,
E01027244,,,NN5 7HS,
E01027245,,,NN3 4RA,
E01027246,,,NN3 4SA,
E01027247,,,NN3 4JD,
E01027248,,,NN3 1XP,
E01027249,,,NN3 1XR,
E01027250,,,NN4 0QJ,
E01027252,,,NN4 8ZW,
E01027253,,,NN4 9DA,
E01027254,,,NN4 9BA,
E01027255,,,NN3 3AF,
E01027256,,,NN3 2BJ,
E01027257,,,NN1 5DG,
E01027258,,,NN1 5RH,
E01027259,,,NN3 3DG,
E01027260,,,NN3 3BD,
E01027261,,,NN12 8TJ,
E01027262,,,NN12 8DJ,
E01027263,,,NN7 3BB,
E01027264,,,NN13 5AA,
E01027265,,,NN13 5AL,
E01027266,,,NN13 5AN,
E01027267,,,NN13 5AZ,
E01027268,,,NN13 6AA,
E01027269,,,NN13 5AF,
E01027270,,,NN13 6NB,
E01027271,,,NN13 6BD,
E01027272,,,NN13 6BJ,
E01027273,,,NN4 0AF,
E01027274,,,NN4 6AP,
E01027275,,,NN7 1AN,
E01027277,,,NN12 7HY,
E01027279,,,NN7 2FF,
E01027280,,,NN12 7QR,
E01027282,,,NN7 3GA,
E01027283,,,NN7 3BA,
E01027284,,,NN12 6LH,
E01027285,,,NN4 9EX,
E01027286,,,NN7 4AP,
E01027287,,,NN7 3BE,
E01027288,,,NN13 5PL,
E01027289,,,NN12 8AH,
E01027290,,,NN13 5FR,
E01027294,,,NN7 2EL,
E01027295,,,NN12 8DG,
E01027296,,,NN13 5LF,
E01027297,,,NN12 6LB,
E01027298,,,NN12 6BD,
E01027299,,,NN12 6BN,
E01027300,,,NN12 6AE,
E01027301,,,NN12 6AD,
E01027302,,,NN12 6AL,
E01027303,,,NN12 6AA,
E01027304,,,NN11 3DQ,
E01027305,,,NN11 3FG,
E01027306,,,NN11 3NJ,
E01027307,,,NN12 6QP,
E01027308,,,NN7 1AT,
E01027309,,,NN8 3DE,
E01027310,,,NN8 3AL,
E01027311,,,NN8 3AD,
E01027312,,,NN8 3GR,
E01027313,,,NN8 1BF,
E01027314,,,NN8 1DS,
E01027315,,,NN29 7UG,
E01027316,,,NN8 1EN,
E01027317,,,NN8 2DA,
E01027318,,,NN8 2EY,
E01027319,,,NN8 2DL,
E01027320,,,NN8 2BF,
E01027321,,,NN8 2DR,
E01027322,,,NN6 0FR,
E01027323,,,NN6 0DJ,
E01027324,,,NN6 0JB,
E01027325,,,NN6 0DE,
E01027326,,,NN8 1FU,
E01027327,,,NN9 5DP,
E01027328,,,NN9 5DG,
E01027329,,,NN29 7GD,
E01027330,,,NN8 4AL,
E01027331,,,NN8 4SD,
E01027332,,,NN8 4ED,
E01027333,,,NN8 4HA,
E01027334,,,NN8 4AE,
E01027335,,,NN29 7BD,
E01027336,,,NN29 7AA,
E01027337,,,NN29 7AH,
E01027338,,,NN14 1FD,
E01027339,,,NN8 3BN,
E01027340,,,NN8 3DA,
E01027341,,,NN8 3BF,
E01027342,,,NN8 3AP,
E01027343,,,NN8 3BD,
E01027344,,,NN8 3AA,
E01027345,,,NN8 3FH,
E01027346,,,NN8 3BW,
E01027347,,,NN8 3ER,
E01027348,,,NN29 7FE,
E01027349,,,NN8 1AA,
E01027350,,,NN8 1BN,
E01027351,,,NN8 2AL,
E01027352,,,NN8 4DQ,
E01027353,,,NN3 5LU,
E01027354,,,NN29 7AD,
E01027355,,,NN29 7FH,
E01027356,,,NE65 9LS,
E01027357,,,NE66 1NU,
E01027358,,,NE66 1BD,
E01027359,,,NE66 1AA,
E01027361,,,NE65 0AA,
E01027362,,,NE65 0BS,
E01027363,,,NE65 0GW,
E01027364,,,NE65 0EA,
E01027365,,,NE65 7XP,
E01027366,,,NE66 2LG,
E01027367,,,NE66 3AA,
E01027368,,,NE61 4BG,
E01027369,,,NE65 7EB,
E01027370,,,NE65 9AR,
E01027371,,,NE65 9LH,
E01027372,,,NE65 0BF,
E01027373,,,NE19 1AA,
E01027374,,,NE67 5HH,
E01027375,,,NE66 2DR,
E01027380,,,NE70 7PJ,
E01027381,,,NE66 1SB,
E01027383,,,NE68 7AB,
E01027384,,,NE67 5AA,
E01027390,,,NE71 6AA,
E01027391,,,NE24 5BA,
E01027392,,,NE24 1PB,
E01027393,,,NE24 4DP,
E01027394,,,NE23 6ET,
E01027395,,,NE23 2DL,
E01027396,,,NE23 2AH,
E01027397,,,NE23 2AA,
E01027398,,,NE23 2GB,
E01027399,,,NE23 2FA,
E01027400,,,NE23 3GG,
E01027401,,,NE23 3GH,
E01027402,,,NE23 1ZF,
E01027403,,,NE23 1TL,
E01027404,,,NE23 1AE,
E01027405,,,NE23 1NA,
E01027406,,,NE23 6EH,
E01027407,,,NE23 6EG,
E01027408,,,NE23 6DB,
E01027409,,,NE23 1AX,
E01027410,,,NE23 6AF,
E01027411,,,NE23 6AA,
E01027412,,,NE23 1AB,
E01027413,,,NE23 0AA,
E01027414,,,NE24 1AP,
E01027415,,,NE24 1AB,
E01027416,,,NE24 1AU,
E01027417,,,NE24 3PH,
E01027418,,,NE25 0GH,
E01027419,,,NE26 4BA,
E01027420,,,NE23 7DY,
E01027421,,,NE25 0AR,
E01027422,,,NE24 5ED,
E01027423,,,NE24 1LE,
E01027424,,,NE24 4HZ,
E01027425,,,NE22 5RY,
E01027426,,,NE24 3PR,
E01027427,,,NE22 6AF,
E01027428,,,NE24 4PH,
E01027429,,,NE24 2HU,
E01027430,,,NE24 2QF,
E01027431,,,NE24 1LF,
E01027432,,,NE25 0AA,
E01027433,,,NE23 2JA,
E01027434,,,NE25 0HA,
E01027435,,,NE23 7DU,
E01027436,,,NE23 7DH,
E01027437,,,NE24 3HA,
E01027438,,,NE24 3QP,
E01027439,,,NE24 3AN,
E01027440,,,NE24 3BU,
E01027441,,,NE24 3DZ,
E01027442,,,NE24 1AA,
E01027443,,,NE65 9DL,
E01027444,,,NE61 3BA,
E01027445,,,NE61 5BN,
E01027446,,,NE61 5BS,
E01027447,,,NE19 2AA,
E01027448,,,NE61 1SA,
E01027449,,,NE15 0BG,
E01027450,,,NE61 3DG,
E01027451,,,NE61 5DD,
E01027452,,,NE61 1AB,
E01027453,,,NE61 1AA,
E01027455,,,NE61 1LP,
E01027456,,,NE61 1RD,
E01027457,,,NE61 1BF,
E01027458,,,NE61 1YQ,
E01027460,,,NE61 2AR,
E01027461,,,NE61 1RN,
E01027462,,,NE61 6BF,
E01027463,,,NE61 1LF,
E01027464,,,NE20 9BB,
E01027465,,,NE13 6BX,
E01027466,,,NE18 0WZ,
E01027468,,,NE20 9DN,
E01027469,,,NE15 9RB,
E01027471,,,NE15 0AA,
E01027472,,,NE15 0QA,
E01027473,,,NE13 6BF,
E01027474,,,NE61 5BJ,
E01027475,,,NE61 3AF,
E01027476,,,NE46 1UT,
E01027477,,,NE47 5LF,
E01027478,,,NE47 9AA,
E01027479,,,NE19 1JY,
E01027480,,,NE19 2HA,
E01027481,,,NE19 2LA,
E01027482,,,NE45 5AB,
E01027483,,,NE15 0AF,
E01027484,,,NE47 6NN,
E01027485,,,NE49 0AA,
E01027486,,,NE49 0AD,
E01027487,,,NE49 0AU,
E01027488,,,NE46 2NP,
E01027489,,,NE46 1RP,
E01027490,,,NE46 1BA,
E01027491,,,NE46 2BP,
E01027492,,,NE46 1AD,
E01027493,,,NE46 1AB,
E01027494,,,NE46 1AA,
E01027495,,,NE19 2LB,
E01027496,,,NE42 6AA,
E01027497,,,NE17 7WA,
E01027498,,,NE42 5AN,
E01027499,,,NE42 5AG,
E01027500,,,NE42 5AA,
E01027501,,,NE42 5BF,
E01027502,,,NE42 5PD,
E01027503,,,NE19 1AF,
E01027504,,,NE43 7HD,
E01027505,,,NE44 6AQ,
E01027506,,,NE17 7AT,
E01027507,,,NE43 7DX,
E01027508,,,NE43 7AU,
E01027509,,,NE43 7DU,
E01027510,,,NE46 2PX,
E01027511,,,NE46 4BT,
E01027512,,,NE47 8DG,
E01027513,,,NE15 0HY,
E01027514,,,NE22 5AG,
E01027515,,,NE22 5AA,
E01027516,,,NE22 5AE,
E01027517,,,NE22 5HA,
E01027518,,,NE22 5EX,
E01027519,,,NE22 5AP,
E01027520,,,NE22 6BN,
E01027521,,,NE22 6AB,
E01027522,,,NE22 6BY,
E01027523,,,NE22 6DA,
E01027524,,,NE63 8AD,
E01027525,,,NE61 6QL,
E01027526,,,NE63 8LA,
E01027527,,,NE63 0BF,
E01027528,,,NE63 0AA,
E01027529,,,NE63 0RZ,
E01027530,,,NE62 5LS,
E01027531,,,NE22 7AR,
E01027532,,,NE22 5BN,
E01027533,,,NE63 0QS,
E01027534,,,NE62 5AA,
E01027535,,,NE62 5AB,
E01027536,,,NE63 8BU,
E01027537,,,NE63 0HP,
E01027538,,,NE24 1QB,
E01027539,,,NE63 9AH,
E01027540,,,NE63 8EP,
E01027541,,,NE64 6AA,
E01027542,,,NE63 9DQ,
E01027543,,,NE63 9YD,
E01027544,,,NE64 6EJ,
E01027545,,,NE63 0AH,
E01027546,,,NE63 0BE,
E01027549,,,NE63 9EG,
E01027550,,,NE22 5BL,
E01027551,,,NE22 5PH,
E01027552,,,NE22 7AS,
E01027553,,,NE22 7AB,
E01027554,,,NE62 5AL,
E01027891,,,WF11 8AS,
E01027892,,,WF11 8XE,
E01027923,,,WF11 0AH,
E01027925,,,NG15 6EZ,
E01027926,,,NG15 6DA,
E01027927,,,NG15 6BW,
E01027928,,,NG15 0DL,
E01027929,,,NG15 7EP,
E01027930,,,NG15 6AA,
E01027931,,,NG15 7BP,
E01027932,,,NG15 7HA,
E01027933,,,NG15 7AE,
E01027934,,,NG15 7SG,
E01027935,,,NG15 7DD,
E01027936,,,NG15 8AD,
E01027937,,,NG15 7AB,
E01027938,,,NG15 6FH,
E01027939,,,NG15 6BF,
E01027940,,,NG15 6HY,
E01027941,,,NG15 6BS,
E01027942,,,NG15 6BU,
E01027943,,,NG15 6LU,
E01027944,,,NG15 6GY,
E01027945,,,NG16 5EN,
E01027946,,,NG16 5HJ,
E01027947,,,NG16 6HW,
E01027948,,,NG17 7AP,
E01027949,,,NG17 7DP,
E01027950,,,NG15 0AD,
E01027951,,,NG17 7DF,
E01027952,,,NG17 7AA,
E01027953,,,NG17 7GW,
E01027954,,,NG17 5FA,
E01027955,,,NG17 8AR,
E01027956,,,NG17 8DF,
E01027957,,,NG17 1BX,
E01027958,,,NG17 8DT,
E01027959,,,NG17 8HN,
E01027960,,,NG16 5HL,
E01027961,,,NG16 6BB,
E01027962,,,NG16 6AL,
E01027963,,,NG16 6AA,
E01027964,,,NG17 2AA,
E01027965,,,NG17 1AZ,
E01027966,,,NG17 2BZ,
E01027967,,,NG17 4AA,
E01027968,,,NG17 1AE,
E01027969,,,NG17 1AP,
E01027970,,,NG17 2BB,
E01027971,,,NG17 2DL,
E01027972,,,NG17 4PA,
E01027973,,,NG17 5ET,
E01027974,,,NG17 5AW,
E01027975,,,NG17 1AW,
E01027976,,,NG17 0AA,
E01027977,,,NG17 4AG,
E01027978,,,NG17 1BB,
E01027979,,,NG17 3AH,
E01027980,,,NG17 3EU,
E01027981,,,NG17 3BZ,
E01027982,,,NG17 3AB,
E01027983,,,NG17 3EE,
E01027984,,,NG17 3AA,
E01027985,,,NG17 3EW,
E01027986,,,NG17 2LE,
E01027987,,,NG17 2JA,
E01027988,,,NG17 2DZ,
E01027989,,,NG17 2EL,
E01027990,,,NG17 1TD,
E01027991,,,NG17 1FL,
E01027992,,,NG17 1FZ,
E01027993,,,NG16 5BP,
E01027994,,,NG16 5EG,
E01027995,,,NG15 0AJ,
E01027996,,,NG17 9AE,
E01027997,,,NG15 0AA,
E01027998,,,NG17 9AH,
E01028006,,,NG22 0PG,
E01028007,,,NG22 0BT,
E01028037,,,NG22 0BD,
E01028038,,,NG22 0GY,
E01028039,,,NG22 0BX,
E01028040,,,NG20 9LG,
E01028041,,,NG20 9DF,
E01028069,,,NG9 1GX,
E01028070,,,NG9 5HS,
E01028073,,,NG9 1BL,
E01028074,,,NG2 3AA,
E01028075,,,NG9 2AL,
E01028076,,,NG8 2RN,
E01028077,,,NG9 2PQ,
E01028078,,,NG9 2HP,
E01028079,,,NG9 2EE,
E01028080,,,NG9 1DA,
E01028081,,,NG9 1AD,
E01028082,,,NG9 1NN,
E01028083,,,NG9 1GD,
E01028084,,,NG9 1AH,
E01028085,,,NG9 1AA,
E01028086,,,NG9 1DY,
E01028087,,,NG9 3AJ,
E01028088,,,NG8 2QD,
E01028089,,,NG9 3BH,
E01028090,,,NG9 3DJ,
E01028091,,,NG8 2HB,
E01028092,,,NG16 5AB,
E01028093,,,NG16 5AP,
E01028094,,,NG9 3LW,
E01028095,,,NG9 4AR,
E01028096,,,NG9 4AD,
E01028097,,,NG9 5AW,
E01028098,,,NG9 4GH,
E01028099,,,NG9 5DY,
E01028100,,,NG9 3DU,
E01028101,,,NG9 4BR,
E01028102,,,NG16 2GP,
E01028103,,,NG16 1JN,
E01028104,,,NG16 1JL,
E01028105,,,NG16 2GR,
E01028106,,,NG16 2AD,
E01028107,,,NG16 3DF,
E01028108,,,NG16 3DJ,
E01028109,,,NG16 2AF,
E01028110,,,NG16 2AX,
E01028111,,,NG16 1BF,
E01028112,,,NG16 3AA,
E01028113,,,NG16 3GF,
E01028114,,,NG16 3EH,
E01028115,,,NG16 2AJ,
E01028116,,,NG16 2DP,
E01028117,,,NG16 2AR,
E01028118,,,NG16 1HW,
E01028119,,,NG16 1BD,
E01028120,,,NG16 1AB,
E01028121,,,NG16 1AN,
E01028122,,,NG16 1AY,
E01028123,,,NG15 6JU,
E01028124,,,NG16 1BT,
E01028125,,,NG9 3GG,
E01028126,,,NG9 8BU,
E01028127,,,NG9 8HW,
E01028128,,,NG9 7FH,
E01028129,,,NG9 3JW,
E01028130,,,NG9 7HD,
E01028131,,,NG9 7BN,
E01028132,,,NG9 7DR,
E01028133,,,NG9 7AA,
E01028134,,,NG9 8BT,
E01028135,,,NG10 1HA,
E01028136,,,NG9 6DG,
E01028137,,,NG9 5AQ,
E01028138,,,NG9 6AJ,
E01028139,,,NG9 6DW,
E01028142,,,NG17 8QP,
E01028143,,,NG5 7AY,
E01028144,,,NG5 7AE,
E01028146,,,NG5 9PJ,
E01028147,,,NG5 9NT,
E01028148,,,NG14 5AA,
E01028149,,,NG14 5AB,
E01028150,,,NG14 6FR,
E01028151,,,NG14 6FA,
E01028152,,,NG14 6GB,
E01028153,,,NG14 6FD,
E01028154,,,NG14 6BN,
E01028155,,,NG4 1BG,
E01028156,,,NG4 1AJ,
E01028157,,,NG4 1AA,
E01028158,,,NG4 1AZ,
E01028159,,,NG3 7HG,
E01028160,,,NG4 1GB,
E01028161,,,NG3 6JR,
E01028162,,,NG4 1LQ,
E01028163,,,NG3 6HH,
E01028164,,,NG4 1EG,
E01028165,,,NG5 6AE,
E01028166,,,NG5 5SD,
E01028167,,,NG5 0AA,
E01028168,,,NG14 5FA,
E01028169,,,NG4 2QT,
E01028170,,,NG4 3EY,
E01028171,,,NG4 2PU,
E01028172,,,NG3 5SX,
E01028173,,,NG3 5RY,
E01028174,,,NG5 7EF,
E01028175,,,NG5 6EZ,
E01028176,,,NG5 0SA,
E01028177,,,NG5 4JA,
E01028178,,,NG14 6EG,
E01028179,,,NG3 5RB,
E01028180,,,NG3 5RU,
E01028181,,,NG5 8AZ,
E01028182,,,NG3 5RS,
E01028183,,,NG5 6NX,
E01028184,,,NG2 4BP,
E01028185,,,NG4 2AA,
E01028186,,,NG4 2AZ,
E01028187,,,NG4 2AB,
E01028188,,,NG4 2AT,
E01028189,,,NG15 0BB,
E01028190,,,NG4 3NH,
E01028191,,,NG14 6BG,
E01028192,,,NG4 3HS,
E01028193,,,NG3 5LD,
E01028194,,,NG3 5PT,
E01028195,,,NG3 6BE,
E01028196,,,NG3 6BD,
E01028197,,,NG3 6DW,
E01028198,,,NG15 9AF,
E01028199,,,NG15 9BP,
E01028200,,,NG15 8GB,
E01028201,,,NG15 9DG,
E01028202,,,NG4 3PR,
E01028203,,,NG4 4AW,
E01028204,,,NG3 6DT,
E01028205,,,NG5 8FJ,
E01028206,,,NG5 7GD,
E01028207,,,NG5 8BR,
E01028208,,,NG5 7GH,
E01028209,,,NG5 6NQ,
E01028210,,,NG4 1RN,
E01028211,,,NG4 1LH,
E01028212,,,NG4 1NH,
E01028213,,,NG14 6BS,
E01028214,,,NG3 5JH,
E01028215,,,NG3 5JL,
E01028216,,,NG3 5JX,
E01028217,,,NG5 3AJ,
E01028218,,,NG3 5GR,
E01028219,,,NG18 4DX,
E01028220,,,NG18 4AA,
E01028222,,,NG18 4DS,
E01028223,,,NG20 0AA,
E01028224,,,NG20 0EP,
E01028225,,,NG20 0DE,
E01028226,,,NG20 0AB,
E01028227,,,NG18 1QY,
E01028228,,,NG19 6AP,
E01028229,,,NG19 6BX,
E01028230,,,NG18 5JS,
E01028231,,,NG18 5HZ,
E01028232,,,NG19 6BQ,
E01028233,,,NG18 2HF,
E01028234,,,NG18 3AH,
E01028235,,,NG18 3GN,
E01028236,,,NG18 2NL,
E01028237,,,NG19 0AU,
E01028238,,,NG19 0FT,
E01028239,,,NG19 0BE,
E01028240,,,NG19 0AZ,
E01028241,,,NG19 0EN,
E01028242,,,NG19 0EA,
E01028243,,,NG18 2DZ,
E01028244,,,NG17 4NX,
E01028245,,,NG18 5JU,
E01028246,,,NG18 5EA,
E01028247,,,NG18 1QS,
E01028248,,,NG18 5GD,
E01028249,,,NG18 5DX,
E01028250,,,NG19 8JJ,
E01028251,,,NG19 8LT,
E01028252,,,NG19 0HF,
E01028253,,,NG19 8JB,
E01028254,,,NG21 0BH,
E01028255,,,NG18 3GQ,
E01028256,,,NG18 4FA,
E01028257,,,NG20 9GZ,
E01028258,,,NG11 7GR,
E01028259,,,NG20 0AT,
E01028260,,,NG19 8GA,
E01028261,,,NG18 3DP,
E01028262,,,NG18 3DU,
E01028263,,,NG18 3FX,
E01028264,,,NG18 3GS,
E01028267,,,NG19 6DD,
E01028268,,,NG18 1AA,
E01028269,,,NG18 1AH,
E01028270,,,NG18 1AB,
E01028271,,,NG18 1AU,
E01028272,,,NG19 8AH,
E01028273,,,NG18 2DA,
E01028274,,,NG18 1AF,
E01028275,,,NG18 2DH,
E01028276,,,NG18 2BD,
E01028277,,,NG19 8FF,
E01028278,,,NG19 8AU,
E01028279,,,NG19 8DP,
E01028280,,,NG19 8DR,
E01028281,,,NG19 8DB,
E01028282,,,NG19 7ED,
E01028283,,,NG18 1PW,
E01028284,,,NG18 1AQ,
E01028285,,,NG24 3AG,
E01028286,,,NG24 2NG,
E01028287,,,NG24 3AA,
E01028288,,,NG24 3BX,
E01028289,,,NG24 3AU,
E01028290,,,NG24 3EB,
E01028291,,,NG24 3BU,
E01028292,,,NG22 9GH,
E01028293,,,NG24 1PH,
E01028294,,,NG24 1FY,
E01028295,,,NG22 0AN,
E01028296,,,NG21 0BJ,
E01028297,,,NG22 8DD,
E01028298,,,NG21 0LR,
E01028299,,,NG21 0HD,
E01028300,,,NG21 0NR,
E01028301,,,NG22 9HF,
E01028302,,,NG22 0DY,
E01028303,,,NG22 0PB,
E01028304,,,NG24 2AG,
E01028305,,,NG24 1BP,
E01028306,,,NG24 2AA,
E01028307,,,NG24 2AQ,
E01028308,,,NG24 4AJ,
E01028309,,,NG24 4FG,
E01028310,,,NG24 1AA,
E01028311,,,NG22 0BG,
E01028312,,,NG22 0AA,
E01028313,,,NG21 9AG,
E01028314,,,NG21 9AA,
E01028315,,,NG23 7HQ,
E01028316,,,NG23 7BF,
E01028317,,,NG23 7AA,
E01028318,,,NG24 4BW,
E01028319,,,NG24 4GA,
E01028320,,,NG24 4EF,
E01028321,,,NG21 9HE,
E01028322,,,NG21 9AR,
E01028323,,,NG21 9JU,
E01028325,,,NG13 9PB,
E01028326,,,NG24 3SA,
E01028327,,,NG21 0HE,
E01028328,,,NG22 8DG,
E01028329,,,NG22 0BL,
E01028330,,,NG14 5GR,
E01028331,,,NG14 6AA,
E01028332,,,NG14 7DJ,
E01028333,,,NG24 1RX,
E01028334,,,NG24 3GL,
E01028335,,,NG24 1JH,
E01028336,,,NG23 5FW,
