lsoa,mean_ptal_score,ptal_rating,sample_postcode,borough_outbound
E01002108,4.25284,1b,HA7 2BF,16_HA7
E01002109,4.20748,1b,HA7 2ED,16_HA7
E01002110,5.97362,2,HA7 1AA,16_HA7
E01002111,4.09008,1b,HA3 8FG,16_HA3
E01002112,6.15153,2,HA7 4BS,16_HA7
E01002113,2.54529,1b,HA7 4QN,16_HA7
E01002114,1.51628,1a,HA7 4AP,16_HA7
E01002115,4.80612,1b,HA7 4BG,16_HA7
E01002116,6.207269999999999,2,HA8 6LU,16_HA8
E01002117,6.9707,2,HA7 1AH,16_HA7
E01002118,11.9563,3,HA8 6JT,16_HA8
E01002119,13.7771,3,HA8 5AD,16_HA8
E01002120,5.85658,2,HA8 6BF,16_HA8
E01002121,4.12416,1b,HA8 5AX,16_HA8
E01002122,5.75923,2,HA8 5AR,16_HA8
E01002123,13.4042,3,HA8 0UG,16_HA8
E01002124,3.03255,1b,HA8 5RR,16_HA8
E01002125,9.0629,2,HA8 5BP,16_HA8
E01002126,26.3567,6a,HA1 1AA,16_HA1
E01002127,18.8352,4,HA1 2JG,16_HA1
E01002128,14.069,3,HA1 1EP,16_HA1
E01002129,26.443299999999997,6a,HA1 1AB,16_HA1
E01002130,18.4525,4,HA1 1AQ,16_HA1
E01002131,6.53152,2,HA1 2BE,16_HA1
E01002132,9.26165,2,HA1 3DG,16_HA1
E01002133,9.18069,2,HA1 3JR,16_HA1
E01002134,3.7129699999999994,1b,HA1 3FG,16_HA1
E01002135,8.7729,2,HA1 3AR,16_HA1
E01002136,9.32134,2,HA1 4AE,16_HA1
E01002137,13.453,3,HA1 3AG,16_HA1
E01002138,5.02084,2,HA2 0AF,16_HA2
E01002139,6.02289,2,HA3 5JJ,16_HA3
E01002140,8.0965,2,HA3 5JL,16_HA3
E01002141,4.99761,1b,HA3 6AA,16_HA3
E01002142,10.896,3,HA3 5EP,16_HA3
E01002143,7.52672,2,HA3 5JY,16_HA3
E01002144,1.64267,1a,HA3 6BZ,16_HA3
E01002145,5.93427,2,HA3 6AE,16_HA3
E01002146,0.936908,1a,HA5 4BF,16_HA5
E01002147,1.22008,1a,HA5 4AA,16_HA5
E01002148,8.23542,2,HA3 6PF,16_HA3
E01002149,2.96627,1b,HA5 3RP,16_HA5
E01002150,6.841709999999999,2,HA5 4DJ,16_HA5
E01002151,9.74229,2,HA2 6PA,16_HA3
E01002152,4.2706,1b,HA5 3PU,16_HA5
E01002153,12.313200000000002,3,HA2 7BE,16_HA2
E01002154,4.39177,1b,HA2 6BF,16_HA2
E01002155,1.90346,1a,HA2 6HL,16_HA2
E01002156,6.05169,2,HA2 6BY,16_HA2
E01002157,11.906100000000002,3,HA1 4LE,16_HA2
E01002158,5.69312,2,HA2 6EN,16_HA2
E01002159,7.91382,2,HA1 4HF,16_HA1
E01002160,12.1416,3,HA1 4BB,16_HA1
E01002161,13.9476,3,HA1 4HN,16_HA1
E01002162,5.68922,2,HA1 4RP,16_HA1
E01002163,7.46044,2,HA1 4RN,16_HA1
E01002164,3.36821,1b,HA1 1NR,16_HA1
E01002165,8.01081,2,HA3 9DX,16_HA3
E01002166,4.52992,1b,HA3 9BE,16_HA3
E01002167,3.92671,1b,HA3 9EL,16_HA3
E01002168,4.34752,1b,HA3 9AL,16_HA3
E01002169,8.20812,2,HA3 9PD,16_HA3
E01002170,7.48029,2,HA3 8UE,16_HA3
E01002171,3.53079,1b,HA3 9BH,16_HA3
E01002172,5.881809999999999,2,HA3 8LP,16_HA3
E01002173,6.3859,2,HA3 8AN,16_HA3
E01002174,8.13771,2,HA3 8HP,16_HA3
E01002175,8.25115,2,HA3 8DE,16_HA3
E01002176,11.2074,3,HA3 0HA,16_HA3
E01002177,4.3459,1b,HA3 8FH,16_HA3
E01002178,5.353550000000001,2,HA3 8PB,16_HA3
E01002179,19.1454,4,HA1 1TZ,16_HA1
E01002180,15.9124,4,HA1 1JA,16_HA1
E01002181,8.11366,2,HA1 1RE,16_HA1
E01002182,13.1961,3,HA1 1AE,16_HA1
E01002183,10.732,3,HA3 7AH,16_HA3
E01002184,6.03532,2,HA3 7JN,16_HA3
E01002185,4.13556,1b,HA5 3AE,16_HA5
E01002186,4.89275,1b,HA5 2AA,16_HA5
E01002187,4.00632,1b,HA5 3DX,16_HA5
E01002188,4.67791,1b,HA5 3AR,16_HA5
E01002189,7.811729999999999,2,HA5 1AA,16_HA5
E01002190,0.734658,1a,HA5 3DE,16_HA5
E01002191,3.34303,1b,HA5 1HZ,16_HA5
E01002192,4.98027,1b,HA5 1AB,16_HA5
E01002193,9.69307,2,HA5 1DH,16_HA5
E01002194,4.26002,1b,HA5 1AG,16_HA5
E01002195,4.25349,1b,HA2 7QX,16_HA5
E01002196,3.44001,1b,HA5 1BG,16_HA5
E01002197,5.0889,2,HA7 2JG,16_HA7
E01002198,7.24538,2,HA8 5PF,16_HA8
E01002199,7.44419,2,HA3 8RL,16_HA3
E01002200,5.39606,2,HA7 1HD,16_HA7
E01002201,4.0298,1b,HA3 9BL,16_HA3
E01002202,6.92978,2,HA3 9BX,16_HA3
E01002203,4.58829,1b,HA7 1AT,16_HA7
E01002204,14.678300000000002,3,HA2 9DD,16_HA2
E01002206,14.3339,3,HA2 9TJ,16_HA2
E01002207,4.6496,1b,HA2 9JP,16_HA2
E01002208,7.41351,2,HA2 9TA,16_HA2
E01002209,14.8031,3,HA2 7DW,16_HA2
E01002210,9.77544,2,HA2 9LL,16_HA2
E01002211,6.32218,2,HA2 0RA,16_HA2
E01002212,8.05433,2,HA2 0UD,16_HA2
E01002213,12.7349,3,HA2 0BA,16_HA2
E01002214,5.13101,2,HA2 8SB,16_HA2
E01002215,5.96981,2,HA2 8FH,16_HA2
E01002216,5.32505,2,HA2 9DS,16_HA2
E01002217,5.81532,2,HA2 0BT,16_HA2
E01002218,12.2521,3,HA2 8BG,16_HA2
E01002219,15.404100000000001,4,HA2 8BN,16_HA2
E01002220,4.55245,1b,HA2 8PH,16_HA2
E01002221,11.2533,3,HA2 8ER,16_HA2
E01002222,6.3186,2,HA2 8FA,16_HA2
E01002223,4.36898,1b,HA2 8PP,16_HA2
E01002224,3.04498,1b,HA2 8QZ,16_HA2
E01002225,1.75818,1a,HA7 3AG,16_HA7
E01002226,5.30459,2,HA7 2QT,16_HA7
E01002227,3.76308,1b,HA7 3BB,16_HA7
E01002228,3.48418,1b,HA7 3AT,16_HA7
E01002229,2.41961,1a,HA7 2QZ,16_HA7
E01002230,2.97468,1b,HA7 3LL,16_HA7
E01002231,4.32826,1b,HA3 7BQ,16_HA3
E01002232,9.99304,2,HA3 5DY,16_HA3
E01002233,14.1991,3,HA3 5AE,16_HA3
E01002234,3.8861,1b,HA3 5BF,16_HA3
E01002235,7.95813,2,HA3 7DX,16_HA3
E01002236,13.9499,3,HA3 5DH,16_HA3
E01002237,18.1677,4,HA1 3DJ,16_HA1
E01002238,9.37251,2,HA1 4BT,16_HA1
E01002239,10.2116,3,HA2 0RG,16_HA2
E01002240,11.2694,3,HA1 3DH,16_HA1
E01002241,5.00786,2,HA2 0FD,16_HA2
E01002242,13.0755,3,HA2 7AH,16_HA2
E01002243,14.5099,3,RM1 1BT,17_RM1
E01002244,5.23004,2,RM7 7AG,17_RM7
E01002245,9.1399,2,RM1 4JQ,17_RM5
E01002246,2.71669,1b,RM7 9BQ,17_RM7
E01002247,4.43939,1b,RM7 0EH,17_RM7
E01002248,6.743290000000001,2,RM7 0AG,17_RM7
E01002249,12.7569,3,RM1 1AE,17_RM1
E01002250,2.26154,1a,RM7 0DS,17_RM7
E01002251,8.71603,2,RM7 0AL,17_RM7
E01002252,1.44704,1a,RM14 1EF,17_RM14
E01002253,2.19965,1a,RM14 1AL,17_RM14
E01002254,4.51793,1b,RM14 1BT,17_RM14
E01002255,2.1321,1a,RM11 3AX,17_RM11
E01002256,3.63439,1b,RM14 1BF,17_RM14
E01002257,14.9467,3,RM11 3QB,17_RM11
E01002258,4.56305,1b,RM14 1AJ,17_RM14
E01002259,0.661991,1a,RM14 1LH,17_RM14
E01002260,2.38011,1a,RM12 4AX,17_RM12
E01002261,11.2591,3,RM12 4AU,17_RM12
E01002262,9.343010000000001,2,RM12 5BU,17_RM12
E01002263,2.23081,1a,RM12 5AG,17_RM12
E01002264,6.80166,2,RM12 5AY,17_RM12
E01002265,2.48052,1a,RM12 5AF,17_RM12
E01002266,3.9442,1b,RM12 5HT,17_RM12
E01002267,4.73692,1b,RM12 5EX,17_RM12
E01002268,1.41548,1a,RM11 2BF,17_RM11
E01002269,1.81813,1a,RM11 3BU,17_RM11
E01002270,3.9368699999999994,1b,RM11 2BE,17_RM11
E01002271,1.23824,1a,RM11 2PJ,17_RM11
E01002272,7.37129,2,RM11 2AA,17_RM11
E01002273,2.31536,1a,RM11 3AA,17_RM11
E01002274,6.79855,2,RM11 2AE,17_RM11
E01002275,3.79637,1b,RM11 3AS,17_RM11
E01002276,0.8345869999999999,1a,RM3 7LS,17_RM3
E01002277,1.77749,1a,RM3 0AG,17_RM3
E01002278,6.12731,2,RM3 7DR,17_RM3
E01002279,5.13857,2,RM3 9EB,17_RM3
E01002280,5.90782,2,RM3 7BF,17_RM3
E01002281,5.47366,2,RM3 9AB,17_RM3
E01002282,6.59224,2,RM3 7FF,17_RM3
E01002283,4.86809,1b,RM3 9JN,17_RM3
E01002284,4.27953,1b,RM3 0AS,17_RM3
E01002285,6.41369,2,RM12 5TR,17_RM12
E01002286,1.53204,1a,RM12 5QT,17_RM12
E01002287,8.12388,2,RM12 5AS,17_RM12
E01002288,3.26005,1b,RM12 5HA,17_RM12
E01002289,6.30277,2,RM11 3XJ,17_RM12
E01002290,9.15911,2,RM12 6AA,17_RM12
E01002291,10.053,3,RM12 4LD,17_RM12
E01002292,3.07737,1b,RM12 6BA,17_RM12
E01002293,4.6787,1b,RM3 0AD,17_RM3
E01002294,2.8743699999999994,1b,RM3 0DD,17_RM3
E01002295,5.58112,2,RM11 2SE,17_RM11
E01002296,0.406222,1a,RM14 1TP,17_RM14
E01002297,4.66927,1b,RM3 0EE,17_RM3
E01002298,5.74951,2,RM3 0DG,17_RM3
E01002299,5.29101,2,RM3 0TL,17_RM3
E01002300,9.87475,2,RM3 0AH,17_RM3
E01002301,4.97542,1b,RM5 2QD,17_RM5
E01002302,5.3729700000000005,2,RM5 2AE,17_RM5
E01002303,5.06421,2,RM1 4BN,17_RM1
E01002304,0.736619,1a,RM1 4HR,17_RM1
E01002305,0.794609,1a,RM5 2DX,17_RM5
E01002306,3.6604,1b,RM5 2RX,17_RM5
E01002307,4.418359999999999,1b,RM5 2DE,17_RM5
E01002308,2.62696,1b,RM5 2DA,17_RM5
E01002309,3.78252,1b,RM3 7AA,17_RM3
E01002310,4.51911,1b,RM3 0AA,17_RM3
E01002311,2.35809,1a,RM3 7AL,17_RM3
E01002312,3.5400900000000006,1b,RM3 7AE,17_RM3
E01002313,3.88134,1b,RM1 4DQ,17_RM3
E01002314,4.76735,1b,RM3 7AQ,17_RM3
E01002315,4.54522,1b,RM3 7DT,17_RM3
E01002316,2.9884600000000003,1b,RM3 8AD,17_RM3
E01002317,3.9746,1b,RM11 1DZ,17_RM11
E01002318,5.95754,2,RM11 1GP,17_RM11
E01002319,6.30086,2,RM1 2AR,17_RM1
E01002320,4.0685,1b,RM11 1AY,17_RM11
E01002321,4.96778,1b,RM11 1DD,17_RM11
E01002322,2.71623,1b,RM12 4BW,17_RM12
E01002323,3.51347,1b,RM12 4BG,17_RM12
E01002324,1.19427,1a,RM11 1FE,17_RM11
E01002325,3.23053,1b,RM5 2AR,17_RM5
E01002326,8.62595,2,RM5 2AA,17_RM5
E01002327,6.57834,2,RM5 3DW,17_RM5
E01002328,6.49247,2,RM1 4QL,17_RM1
E01002329,4.75897,1b,RM7 7LS,17_RM7
E01002330,1.57229,1a,RM7 8AD,17_RM7
E01002331,5.56346,2,RM5 2BF,17_RM5
E01002332,5.74047,2,RM1 4TH,17_RM1
E01002333,3.8150900000000005,1b,RM1 4AZ,17_RM1
E01002334,1.24285,1a,RM1 4AL,17_RM1
E01002335,6.44552,2,RM1 4AP,17_RM1
E01002336,3.71171,1b,RM1 4BF,17_RM1
E01002337,2.76698,1b,RM2 5AN,17_RM2
E01002338,7.43056,2,RM1 4DT,17_RM1
E01002339,2.78331,1b,RM1 4BB,17_RM1
E01002340,11.2218,3,RM1 1DS,17_RM1
E01002341,3.63813,1b,RM1 4AE,17_RM1
E01002342,4.2182,1b,RM13 9AJ,17_RM13
E01002343,2.69775,1b,RM13 9FA,17_RM13
E01002344,0.502584,1a,RM13 9AZ,17_RM13
E01002345,7.40675,2,RM13 0AA,17_RM13
E01002346,5.26042,2,RM13 9AH,17_RM13
E01002347,1.87127,1a,RM13 9DQ,17_RM13
E01002348,0.723705,1a,RM13 9EH,17_RM13
E01002349,3.31984,1b,RM13 9FR,17_RM13
E01002350,27.5309,6a,RM1 1QA,17_RM1
E01002351,9.33551,2,RM1 2AS,17_RM1
E01002352,7.53239,2,RM1 2AN,17_RM1
E01002353,14.8267,3,RM1 1AD,17_RM1
E01002354,6.46174,2,RM1 3DB,17_RM1
E01002355,7.17816,2,RM2 5AR,17_RM2
E01002356,26.7229,6a,RM1 1AA,17_RM1
E01002358,19.7836,4,RM1 2AB,17_RM1
E01002359,7.48759,2,RM11 1EW,17_RM11
E01002360,10.5158,3,RM11 3RT,17_RM11
E01002361,13.0282,3,RM11 1AZ,17_RM11
E01002362,10.6077,3,RM11 3DF,17_RM11
E01002363,6.07623,2,RM12 4JE,17_RM12
E01002364,10.2746,3,RM12 4JP,17_RM12
E01002365,8.83177,2,RM12 4HP,17_RM12
E01002366,7.26676,2,RM12 4NU,17_RM12
E01002367,7.76784,2,RM11 1AX,17_RM11
E01002368,3.87648,1b,RM13 7SL,17_RM13
E01002369,3.85533,1b,RM13 8AG,17_RM13
E01002370,2.26697,1a,RM13 7QS,17_RM13
E01002371,6.45978,2,RM13 7AA,17_RM13
E01002372,5.21501,2,RM13 7AR,17_RM13
E01002373,3.62359,1b,RM13 7AD,17_RM13
E01002374,2.3246500000000005,1a,RM13 7AJ,17_RM13
E01002375,2.88103,1b,RM13 7AF,17_RM13
E01002376,7.92106,2,RM2 6AJ,17_RM2
E01002377,3.7544800000000005,1b,RM11 2DX,17_RM11
E01002378,2.68192,1b,RM11 2LY,17_RM11
E01002379,12.4053,3,RM2 5EQ,17_RM2
E01002380,8.02626,2,RM11 2DU,17_RM11
E01002381,6.506850000000001,2,RM11 2AT,17_RM11
E01002382,8.82818,2,RM2 5BF,17_RM2
E01002383,4.22547,1b,RM11 3UD,17_RM2
E01002384,10.1165,3,RM14 2TD,17_RM14
E01002385,0.576846,1a,RM14 2DB,17_RM14
E01002386,12.7604,3,RM14 2AA,17_RM14
E01002387,1.92184,1a,RM14 3AA,17_RM14
E01002388,2.10815,1a,RM14 2BD,17_RM14
E01002389,0.884774,1a,RM14 2EA,17_RM14
E01002390,3.6671,1b,RM14 1AB,17_RM14
E01002391,0.269091,1a,RM14 3BD,17_RM14
E01002392,3.54938,1b,UB4 0AL,18_UB4
E01002393,5.47491,2,UB4 9AD,18_UB4
E01002394,1.33582,1a,UB4 0AP,18_UB4
E01002395,4.20121,1b,UB4 0BP,18_UB4
E01002396,6.73295,2,UB4 0EL,18_UB4
E01002397,9.63589,2,UB4 0AB,18_UB4
E01002398,6.811369999999999,2,UB4 0AN,18_UB4
E01002399,5.45319,2,UB4 0BA,18_UB4
E01002400,4.92686,1b,UB3 2PJ,18_UB3
E01002401,5.05247,2,UB3 2PP,18_UB3
E01002402,5.370979999999999,2,UB3 2PB,18_UB3
E01002403,4.11304,1b,UB3 1JS,18_UB3
E01002404,4.14126,1b,UB3 1JD,18_UB3
E01002405,5.2036,2,UB11 1AA,18_UB3
E01002406,7.27089,2,UB11 1AB,18_UB3
E01002407,14.9861,3,UB3 1AA,18_UB3
E01002408,7.9878100000000005,2,UB10 0NS,18_UB10
E01002409,6.38966,2,UB10 0NH,18_UB10
E01002410,7.32259,2,UB10 0DT,18_UB10
E01002411,3.38741,1b,UB8 3NA,18_UB8
E01002412,7.4615,2,UB8 3FF,18_UB8
E01002413,3.9865200000000005,1b,UB8 2GU,18_UB8
E01002414,7.25484,2,UB10 0AA,18_UB10
E01002415,3.10999,1b,HA4 0TA,18_HA4
E01002416,1.8451599999999997,1a,HA4 0DY,18_HA4
E01002417,8.52369,2,HA4 8BU,18_HA4
E01002418,5.46504,2,HA4 9NY,18_HA4
E01002419,9.51351,2,HA4 9BJ,18_HA4
E01002420,3.30311,1b,HA4 9BL,18_HA4
E01002421,2.31647,1a,HA4 0NP,18_HA4
E01002422,4.62929,1b,UB4 8AG,18_UB4
E01002423,3.05698,1b,UB4 8AE,18_UB4
E01002424,5.29873,2,UB4 8BG,18_UB4
E01002425,3.5258399999999996,1b,UB4 8LA,18_UB4
E01002426,7.680460000000001,2,UB4 0AA,18_UB4
E01002427,5.82371,2,UB4 8AA,18_UB4
E01002428,2.66693,1b,UB4 8FP,18_UB4
E01002429,3.22305,1b,UB10 0QE,18_UB10
E01002430,0.554296,1a,HA4 7JY,18_HA4
E01002431,7.42617,2,HA5 1PF,18_HA5
E01002432,9.18316,2,HA4 8RL,18_HA4
E01002433,3.22636,1b,HA4 8AT,18_HA4
E01002434,2.65528,1b,HA4 7BH,18_HA4
E01002435,6.87354,2,HA4 8AL,18_HA4
E01002436,2.56049,1b,HA4 7UT,18_HA4
E01002437,2.90634,1b,HA5 1SH,18_HA5
E01002438,0.240965,1a,UB9 6BG,18_UB9
E01002439,2.38888,1a,UB9 6BD,18_UB9
E01002440,1.20851,1a,UB9 6ES,18_UB9
E01002441,0.729898,1a,UB9 6AA,18_UB9
E01002442,1.15238,1a,UB9 6AD,18_UB9
E01002443,5.17736,2,TW14 0PN,18_UB3
E01002444,4.0722,1b,TW14 8LX,18_TW19
E01002445,5.18992,2,UB7 9DP,18_UB7
E01002446,2.79044,1b,UB7 0AA,18_UB7
E01002447,4.75634,1b,TW6 2AG,18_UB3
E01002448,5.89817,2,UB3 5AA,18_UB3
E01002449,9.38271,2,TW6 2NB,18_UB3
E01002450,2.42859,1a,UB10 9AT,18_UB10
E01002451,4.19972,1b,UB10 9AH,18_UB10
E01002452,6.8061,2,UB10 9AD,18_UB10
E01002453,2.22589,1a,UB10 0SQ,18_UB10
E01002454,0.501776,1a,UB10 9AP,18_UB10
E01002455,4.41949,1b,UB10 0GB,18_UB10
E01002456,3.50716,1b,UB10 0BY,18_UB10
E01002457,3.7218099999999996,1b,UB10 0DB,18_UB10
E01002458,1.81312,1a,UB10 8BA,18_UB10
E01002459,2.32543,1a,UB10 8BJ,18_UB10
E01002460,8.36988,2,UB10 8BE,18_UB10
E01002461,0.9580750000000001,1a,UB10 8AA,18_UB10
E01002462,2.05361,1a,UB10 8AY,18_UB10
E01002463,5.49091,2,UB10 8FA,18_UB10
E01002464,4.9929,1b,UB10 8PD,18_UB10
E01002465,7.990619999999999,2,HA4 6AJ,18_HA4
E01002466,5.11503,2,HA4 0BT,18_HA4
E01002467,8.92569,2,HA4 6BZ,18_HA4
E01002468,7.82585,2,HA4 0AP,18_HA4
E01002469,9.64402,2,HA4 0AN,18_HA4
E01002470,12.519999999999998,3,HA4 0AA,18_HA4
E01002471,9.94919,2,HA4 8FD,18_HA4
E01002472,7.28296,2,HA6 2BD,18_HA6
E01002473,0.951307,1a,HA6 2DR,18_HA6
E01002474,2.98082,1b,HA6 1AR,18_HA6
E01002475,3.28632,1b,HA6 2BJ,18_HA6
E01002476,4.28853,1b,HA6 2AA,18_HA6
E01002477,4.96786,1b,HA6 2AB,18_HA6
E01002478,8.95702,2,HA6 1AA,18_HA6
E01002479,2.67619,1b,HA5 2FF,18_HA5
E01002480,2.35467,1a,HA5 2AL,18_HA5
E01002481,3.88632,1b,HA5 2HR,18_HA5
E01002482,3.69988,1b,HA6 1AP,18_HA6
E01002483,7.47246,2,HA5 3TR,18_HA5
E01002484,6.518299999999999,2,HA6 1AX,18_HA6
E01002485,9.20889,2,HA5 2DH,18_HA5
E01002486,2.40549,1a,UB3 1GW,18_UB3
E01002487,4.21167,1b,UB3 1PR,18_UB3
E01002488,5.38934,2,UB3 1LU,18_UB3
E01002489,17.7191,4,UB3 4AL,18_UB3
E01002490,8.17782,2,UB3 1LH,18_UB3
E01002491,4.86264,1b,UB3 4JS,18_UB3
E01002492,4.18735,1b,UB3 4HQ,18_UB3
E01002493,5.29541,2,UB3 4ED,18_UB3
E01002494,1.52927,1a,HA4 6BJ,18_HA4
E01002495,8.17087,2,HA4 0DR,18_HA4
E01002496,2.8291,1b,HA2 9HW,18_HA4
E01002497,8.86139,2,HA4 0AF,18_HA4
E01002498,7.71931,2,HA4 0GE,18_HA4
E01002499,2.71738,1b,HA4 6DQ,18_HA4
E01002501,6.61386,2,UB3 2JA,18_UB3
E01002502,6.35696,2,UB3 2BS,18_UB3
E01002503,8.89968,2,UB3 1BH,18_UB3
E01002504,5.9726,2,UB3 2AH,18_UB3
E01002505,5.67278,2,UB3 3EH,18_UB3
E01002506,14.4689,3,UB1 1HF,18_UB3
E01002507,1.58668,1a,UB2 5LX,18_UB3
E01002508,9.77219,2,UB3 2BT,18_UB3
E01002509,2.89495,1b,UB10 0AR,18_UB10
E01002511,4.42856,1b,UB10 0AL,18_UB10
E01002512,4.04951,1b,UB8 1AJ,18_UB8
E01002513,6.06116,2,UB10 9AA,18_UB10
E01002514,14.757599999999998,3,UB8 1AD,18_UB8
E01002515,8.3654,2,UB10 0FE,18_UB10
E01002516,2.19197,1a,UB10 0AT,18_UB10
E01002518,4.54559,1b,UB8 2DR,18_UB8
E01002519,1.7511800000000002,1a,UB8 2BS,18_UB8
E01002520,0.920126,1a,UB10 0AX,18_UB8
E01002521,11.9729,3,UB8 1AB,18_UB8
E01002523,6.77781,2,UB8 2DL,18_UB8
E01002525,5.88075,2,UB7 7BP,18_UB7
E01002526,3.88082,1b,UB7 7GD,18_UB7
E01002527,1.7563,1a,UB7 0RZ,18_UB7
E01002528,3.17383,1b,UB7 9BD,18_UB7
E01002529,11.2418,3,UB7 7BT,18_UB7
E01002530,3.38288,1b,UB7 7EX,18_UB7
E01002531,6.10043,2,UB7 7AA,18_UB7
E01002532,3.40202,1b,UB11 1BH,18_UB7
E01002533,0.850302,1a,HA4 0RP,18_HA4
E01002534,5.61959,2,HA4 7AG,18_HA4
E01002535,14.494,3,HA4 6ER,18_HA4
E01002536,8.45962,2,HA4 7DF,18_HA4
E01002537,8.7211,2,HA4 7DJ,18_HA4
E01002538,2.3688,1a,HA4 7AZ,18_HA4
E01002539,2.7634,1b,HA4 7AY,18_HA4
E01002540,3.31471,1b,UB4 9AZ,18_UB4
E01002541,3.5045300000000004,1b,UB4 9BH,18_UB4
E01002542,5.47178,2,UB4 9AU,18_UB4
E01002543,3.08424,1b,UB4 9AS,18_UB4
E01002544,1.82092,1a,UB4 0LX,18_UB4
E01002545,2.54742,1b,UB4 0NZ,18_UB4
E01002546,4.31848,1b,UB4 0HR,18_UB4
E01002547,5.41121,2,UB4 0HD,18_UB4
E01002548,3.9666499999999996,1b,UB11 1BF,18_UB7
E01002549,5.26495,2,UB8 3BN,18_UB8
E01002550,1.6139500000000002,1a,UB7 8AJ,18_UB7
E01002551,5.68722,2,UB7 8BZ,18_UB7
E01002552,6.4691,2,UB7 7BD,18_UB7
E01002553,5.09357,2,UB7 8AG,18_UB7
E01002554,4.65665,1b,UB7 7BB,18_UB7
E01002555,5.07501,2,TW14 0PR,19_TW14
E01002556,3.7819,1b,TW14 8DA,19_TW14
E01002557,5.15537,2,TW14 8DP,19_TW14
E01002558,5.252460000000001,2,TW14 8BL,19_TW14
E01002559,1.67801,1a,TW14 8BF,19_TW14
E01002560,2.54301,1b,TW14 8AA,19_TW14
E01002561,0.418319,1a,TW14 8BA,19_TW14
E01002562,4.65083,1b,TW8 9AE,19_TW8
E01002563,8.76867,2,TW8 9FZ,19_TW8
E01002564,7.97876,2,TW8 9AB,19_TW8
E01002565,9.35835,2,TW8 0FQ,19_TW8
E01002566,10.1204,3,TW8 0AX,19_TW8
E01002567,14.3013,3,TW8 0DZ,19_TW8
E01002568,11.5158,3,TW8 0AF,19_TW8
E01002569,5.89787,2,W4 2AW,19_W4
E01002570,19.6988,4,W4 1PL,19_W4
E01002571,3.12861,1b,W4 2AZ,19_W4
E01002572,1.95944,1a,W4 2QY,19_W4
E01002573,14.9101,3,W12 9TQ,19_W4
E01002574,17.4444,4,W4 1LH,19_W4
E01002575,12.347999999999999,3,W4 1SJ,19_W4
E01002576,6.54085,2,W4 3DP,19_W4
E01002577,4.2213,1b,W4 2DQ,19_W4
E01002578,7.80573,2,W4 2SJ,19_W4
E01002579,4.98576,1b,W4 3AN,19_W4
E01002580,14.1321,3,TW8 0ET,19_W4
E01002581,8.08526,2,TW8 0EH,19_TW8
E01002582,2.63379,1b,W4 3BY,19_W4
E01002583,5.95185,2,TW4 6LE,19_TW4
E01002584,8.15749,2,TW4 6LA,19_TW4
E01002585,6.493319999999999,2,TW4 6LN,19_TW4
E01002586,3.34745,1b,TW4 6JR,19_TW4
E01002587,8.06199,2,TW4 7BF,19_TW4
E01002588,1.7599,1a,TW4 6ES,19_TW4
E01002589,2.9941,1b,TW14 0DE,19_TW4
E01002590,6.67115,2,TW14 9AA,19_TW14
E01002591,3.36427,1b,TW14 0AH,19_TW14
E01002592,7.38814,2,TW14 0AF,19_TW14
E01002593,14.466700000000001,3,TW14 0AA,19_TW14
E01002594,10.9792,3,TW14 0AB,19_TW14
E01002595,6.27371,2,TW14 9EA,19_TW14
E01002596,1.80511,1a,TW13 4LP,19_TW13
E01002598,7.40118,2,TW13 4DD,19_TW13
E01002599,3.71577,1b,TW13 4ED,19_TW13
E01002600,3.65198,1b,TW13 4EF,19_TW13
E01002601,1.4800099999999998,1a,TW13 4LZ,19_TW13
E01002602,2.31287,1a,TW13 4JB,19_TW13
E01002603,4.82379,1b,TW14 9NH,19_TW14
E01002604,3.24896,1b,TW13 5LN,19_TW13
E01002605,5.60174,2,TW13 5AG,19_TW13
E01002606,4.52205,1b,TW13 6AN,19_TW13
E01002607,6.51199,2,TW13 5JF,19_TW13
E01002608,5.81968,2,TW13 6AF,19_TW13
E01002609,5.85408,2,TW13 6LA,19_TW13
E01002610,1.82567,1a,TW13 4PN,19_TW13
E01002611,4.2809,1b,TW13 5AP,19_TW13
E01002612,15.5552,4,TW13 4AE,19_TW13
E01002613,6.48639,2,TW13 5EA,19_TW13
E01002614,4.93128,1b,TW13 4AB,19_TW13
E01002615,3.75133,1b,TW13 4HZ,19_TW13
E01002616,4.91559,1b,TW13 4HF,19_TW13
E01002617,2.29096,1a,TW13 6XJ,19_TW13
E01002618,5.16797,2,TW5 0AH,19_TW5
E01002619,5.78591,2,TW5 0AG,19_TW5
E01002620,6.177349999999999,2,TW5 0AX,19_TW5
E01002621,4.0215,1b,SW13 9HB,19_TW3
E01002622,10.0433,3,TW4 7DW,19_TW4
E01002623,11.159,3,TW3 4LL,19_TW3
E01002624,12.5781,3,TW3 3BA,19_TW3
E01002625,3.55851,1b,TW5 0HL,19_TW5
E01002626,3.74707,1b,TW5 0DA,19_TW5
E01002627,2.35038,1a,TW5 0BF,19_TW5
E01002628,4.83552,1b,TW3 4EP,19_TW5
E01002629,7.73502,2,TW3 4AY,19_TW3
E01002630,9.60233,2,TW3 4AZ,19_TW3
E01002631,3.08743,1b,UB2 4JX,19_UB2
E01002632,3.92926,1b,TW5 0AF,19_TW5
E01002633,3.50432,1b,TW5 9GU,19_TW5
E01002634,4.11431,1b,TW5 9BT,19_TW5
E01002635,4.78657,1b,TW5 9AU,19_TW5
