year,borough_outbound,area_bin,average_price,average_area,property_count
2015,7_WC1X,Q4a,1225000.0,111.5,2
2015,7_WC1X,Q4b,1285000.0,190.96,2
2015,7_WC2A,Q1,,,0
2015,7_WC2A,Q2,,,0
2015,7_WC2A,Q3,,,0
2015,7_WC2A,Q4a,,,0
2015,7_WC2A,Q4b,,,0
2015,7_WC2B,Q1,643860.0,40.26,5
2015,7_WC2B,Q2,,,0
2015,7_WC2B,Q3,1106500.0,85.5,2
2015,7_WC2B,Q4a,,,0
2015,7_WC2B,Q4b,,,0
2015,7_WC2H,Q1,713250.0,47.9,10
2015,7_WC2H,Q2,1222916.67,68.88,3
2015,7_WC2H,Q3,1303125.0,87.54,4
2015,7_WC2H,Q4a,2200000.0,146.9,1
2015,7_WC2H,Q4b,,,0
2015,8_E1,Q1,416501.0,47.42,5
2015,8_E1,Q2,820000.0,71.0,2
2015,8_E1,Q3,767000.0,84.6,5
2015,8_E1,Q4a,,,0
2015,8_E1,Q4b,,,0
2015,8_EC1A,Q1,553465.38,42.1,13
2015,8_EC1A,Q2,718666.67,69.67,3
2015,8_EC1A,Q3,1107500.0,89.0,2
2015,8_EC1A,Q4a,1830000.0,149.0,1
2015,8_EC1A,Q4b,,,0
2015,8_EC1M,Q1,,,0
2015,8_EC1M,Q2,,,0
2015,8_EC1M,Q3,,,0
2015,8_EC1M,Q4a,,,0
2015,8_EC1M,Q4b,,,0
2015,8_EC1N,Q1,,,0
2015,8_EC1N,Q2,,,0
2015,8_EC1N,Q3,,,0
2015,8_EC1N,Q4a,,,0
2015,8_EC1N,Q4b,,,0
2015,8_EC1Y,Q1,405000.0,38.5,4
2015,8_EC1Y,Q2,746250.0,69.2,2
2015,8_EC1Y,Q3,,,0
2015,8_EC1Y,Q4a,,,0
2015,8_EC1Y,Q4b,,,0
2015,8_EC2M,Q1,526666.67,46.66,3
2015,8_EC2M,Q2,503000.0,69.0,1
2015,8_EC2M,Q3,,,0
2015,8_EC2M,Q4a,,,0
2015,8_EC2M,Q4b,,,0
2015,8_EC2R,Q1,,,0
2015,8_EC2R,Q2,,,0
2015,8_EC2R,Q3,,,0
2015,8_EC2R,Q4a,,,0
2015,8_EC2R,Q4b,,,0
2015,8_EC2V,Q1,,,0
2015,8_EC2V,Q2,,,0
2015,8_EC2V,Q3,,,0
2015,8_EC2V,Q4a,,,0
2015,8_EC2V,Q4b,,,0
2015,8_EC2Y,Q1,609969.05,43.3,44
2015,8_EC2Y,Q2,856323.17,68.25,30
2015,8_EC2Y,Q3,1159500.0,90.23,12
2015,8_EC2Y,Q4a,1829500.0,113.52,8
2015,8_EC2Y,Q4b,3650000.0,208.0,1
2015,8_EC3A,Q1,,,0
2015,8_EC3A,Q2,,,0
2015,8_EC3A,Q3,,,0
2015,8_EC3A,Q4a,,,0
2015,8_EC3A,Q4b,,,0
2015,8_EC3N,Q1,590000.0,46.0,2
2015,8_EC3N,Q2,,,0
2015,8_EC3N,Q3,680000.0,84.0,1
2015,8_EC3N,Q4a,,,0
2015,8_EC3N,Q4b,,,0
2015,8_EC3R,Q1,728250.0,48.44,4
2015,8_EC3R,Q2,,,0
2015,8_EC3R,Q3,1371666.67,96.64,3
2015,8_EC3R,Q4a,,,0
2015,8_EC3R,Q4b,,,0
2015,8_EC3V,Q1,,,0
2015,8_EC3V,Q2,890000.0,73.0,1
2015,8_EC3V,Q3,,,0
2015,8_EC3V,Q4a,,,0
2015,8_EC3V,Q4b,,,0
2015,8_EC4A,Q1,764555.56,45.94,18
2015,8_EC4A,Q2,1093399.0,65.1,10
2015,8_EC4A,Q3,1725472.22,89.44,9
2015,8_EC4A,Q4a,2507000.0,127.0,1
2015,8_EC4A,Q4b,,,0
2015,8_EC4M,Q1,561250.0,47.0,1
2015,8_EC4M,Q2,757500.0,63.0,2
2015,8_EC4M,Q3,962500.0,86.23,2
2015,8_EC4M,Q4a,,,0
2015,8_EC4M,Q4b,,,0
2015,8_EC4R,Q1,521000.0,38.0,1
2015,8_EC4R,Q2,,,0
2015,8_EC4R,Q3,1225000.0,92.0,1
2015,8_EC4R,Q4a,,,0
2015,8_EC4R,Q4b,,,0
2015,8_EC4V,Q1,630464.29,48.51,14
2015,8_EC4V,Q2,1028400.0,70.89,5
2015,8_EC4V,Q3,915000.0,90.0,1
2015,8_EC4V,Q4a,1547500.0,123.0,2
2015,8_EC4V,Q4b,,,0
2015,8_EC4Y,Q1,,,0
2015,8_EC4Y,Q2,,,0
2015,8_EC4Y,Q3,900000.0,78.2,1
2015,8_EC4Y,Q4a,,,0
2015,8_EC4Y,Q4b,,,0
2015,8_WC2A,Q1,,,0
2015,8_WC2A,Q2,,,0
2015,8_WC2A,Q3,,,0
2015,8_WC2A,Q4a,,,0
2015,8_WC2A,Q4b,,,0
2015,9_CR0,Q1,219432.97,47.6,677
2015,9_CR0,Q2,277042.66,67.86,587
2015,9_CR0,Q3,332828.43,88.04,503
2015,9_CR0,Q4a,431203.1,119.08,259
2015,9_CR0,Q4b,594527.18,182.66,55
2015,9_CR2,Q1,216757.3,47.7,178
2015,9_CR2,Q2,286351.71,67.74,176
2015,9_CR2,Q3,367599.48,89.33,202
2015,9_CR2,Q4a,491014.76,124.01,174
2015,9_CR2,Q4b,649214.29,189.51,84
2015,9_CR3,Q1,,,0
2015,9_CR3,Q2,365000.0,69.0,1
2015,9_CR3,Q3,386986.36,90.18,11
2015,9_CR3,Q4a,463018.75,119.46,8
2015,9_CR3,Q4b,440000.0,160.0,1
2015,9_CR4,Q1,,,0
2015,9_CR4,Q2,216500.0,76.0,1
2015,9_CR4,Q3,228000.0,81.69,1
2015,9_CR4,Q4a,,,0
2015,9_CR4,Q4b,,,0
2015,9_CR5,Q1,217475.73,47.58,30
2015,9_CR5,Q2,312443.15,69.34,73
2015,9_CR5,Q3,378872.17,89.64,133
2015,9_CR5,Q4a,483728.01,122.76,100
2015,9_CR5,Q4b,681487.25,189.83,51
2015,9_CR6,Q1,,,0
2015,9_CR6,Q2,248000.0,64.0,1
2015,9_CR6,Q3,,,0
2015,9_CR6,Q4a,537500.0,108.68,2
2015,9_CR6,Q4b,540000.0,168.0,1
2015,9_CR7,Q1,190806.0,46.58,104
2015,9_CR7,Q2,255940.28,68.89,92
2015,9_CR7,Q3,320374.06,88.47,133
2015,9_CR7,Q4a,364065.58,117.21,65
2015,9_CR7,Q4b,482000.0,202.07,11
2015,9_CR8,Q1,202768.53,47.96,81
2015,9_CR8,Q2,279707.61,68.93,115
2015,9_CR8,Q3,366694.23,88.24,106
2015,9_CR8,Q4a,503109.78,124.83,92
2015,9_CR8,Q4b,780947.95,204.41,113
2015,9_SE19,Q1,268204.33,48.51,116
2015,9_SE19,Q2,329835.34,68.45,86
2015,9_SE19,Q3,435383.82,89.44,67
2015,9_SE19,Q4a,580132.43,119.43,37
2015,9_SE19,Q4b,876461.54,227.31,13
2015,9_SE25,Q1,195119.14,44.83,194
2015,9_SE25,Q2,277313.3,67.96,145
2015,9_SE25,Q3,344393.75,88.34,172
2015,9_SE25,Q4a,413924.17,119.48,60
2015,9_SE25,Q4b,504200.0,175.71,5
2015,9_SW16,Q1,249508.82,49.53,34
2015,9_SW16,Q2,285925.0,66.54,28
2015,9_SW16,Q3,405959.91,91.07,57
2015,9_SW16,Q4a,492808.51,122.21,65
2015,9_SW16,Q4b,752450.0,207.5,20
2016,10_HA0,Q1,242500.0,34.0,2
2016,10_HA0,Q2,445750.0,69.77,4
2016,10_HA0,Q3,425000.0,88.33,3
2016,10_HA0,Q4a,,,0
2016,10_HA0,Q4b,,,0
2016,10_NW10,Q1,327722.0,47.79,13
2016,10_NW10,Q2,425000.0,66.0,1
2016,10_NW10,Q3,481071.43,92.3,7
2016,10_NW10,Q4a,573983.33,124.0,3
2016,10_NW10,Q4b,,,0
2016,10_TW8,Q1,244500.0,41.0,3
2016,10_TW8,Q2,,,0
2016,10_TW8,Q3,,,0
2016,10_TW8,Q4a,,,0
2016,10_TW8,Q4b,,,0
2016,10_UB1,Q1,255261.76,49.83,34
2016,10_UB1,Q2,312453.66,68.48,41
2016,10_UB1,Q3,370564.58,90.34,48
2016,10_UB1,Q4a,403270.0,123.62,25
2016,10_UB1,Q4b,516666.67,162.0,3
2016,10_UB2,Q1,193661.11,41.71,54
2016,10_UB2,Q2,295873.21,68.35,28
2016,10_UB2,Q3,387464.29,91.35,28
2016,10_UB2,Q4a,475913.89,121.98,18
2016,10_UB2,Q4b,706158.33,177.52,6
2016,10_UB5,Q1,246318.71,46.79,93
2016,10_UB5,Q2,330365.65,67.95,115
2016,10_UB5,Q3,392391.56,86.92,106
2016,10_UB5,Q4a,449148.15,112.9,27
2016,10_UB5,Q4b,480000.0,224.0,1
2016,10_UB6,Q1,275574.25,48.11,100
2016,10_UB6,Q2,395110.39,70.37,77
2016,10_UB6,Q3,453403.17,87.08,128
2016,10_UB6,Q4a,506423.61,118.87,36
2016,10_UB6,Q4b,629333.33,187.79,6
2016,10_W12,Q1,475000.0,53.0,1
2016,10_W12,Q2,,,0
2016,10_W12,Q3,,,0
2016,10_W12,Q4a,1040000.0,124.5,2
2016,10_W12,Q4b,,,0
2016,10_W13,Q1,372921.91,47.47,89
2016,10_W13,Q2,510716.46,68.27,74
2016,10_W13,Q3,683393.85,89.24,65
2016,10_W13,Q4a,828219.62,121.9,66
2016,10_W13,Q4b,1266023.24,193.13,25
2016,10_W3,Q1,364374.12,46.84,206
2016,10_W3,Q2,521962.71,69.34,126
2016,10_W3,Q3,610677.02,89.43,94
2016,10_W3,Q4a,829104.23,122.56,71
2016,10_W3,Q4b,1336212.5,190.97,40
2016,10_W4,Q1,454932.4,50.48,30
2016,10_W4,Q2,654707.89,70.12,19
2016,10_W4,Q3,877771.26,88.04,27
2016,10_W4,Q4a,1204921.43,122.34,35
2016,10_W4,Q4b,1999395.0,189.59,10
2016,10_W5,Q1,410577.12,47.04,151
2016,10_W5,Q2,550040.64,68.23,143
2016,10_W5,Q3,692910.05,88.72,99
2016,10_W5,Q4a,944971.42,123.91,112
2016,10_W5,Q4b,1583301.6,206.72,73
2016,10_W7,Q1,338503.77,47.36,53
2016,10_W7,Q2,422457.5,67.02,40
2016,10_W7,Q3,586084.03,88.66,72
2016,10_W7,Q4a,738456.42,121.81,66
2016,10_W7,Q4b,1013652.5,185.6,10
2016,11_EN1,Q1,247144.85,46.53,132
2016,11_EN1,Q2,361232.72,68.73,131
2016,11_EN1,Q3,427561.08,87.97,157
2016,11_EN1,Q4a,541487.89,117.41,76
2016,11_EN1,Q4b,771817.64,191.82,11
2016,11_EN2,Q1,281542.38,48.17,130
2016,11_EN2,Q2,370105.73,67.47,94
2016,11_EN2,Q3,508669.2,90.32,132
2016,11_EN2,Q4a,637198.91,119.63,96
2016,11_EN2,Q4b,841193.48,180.84,23
2016,11_EN3,Q1,211352.86,46.23,126
2016,11_EN3,Q2,314123.8,68.89,135
2016,11_EN3,Q3,369465.39,88.9,139
2016,11_EN3,Q4a,400118.2,116.0,54
2016,11_EN3,Q4b,534333.33,175.67,3
2016,11_EN4,Q1,309744.44,51.51,18
2016,11_EN4,Q2,340275.0,75.25,20
2016,11_EN4,Q3,551776.05,93.79,19
2016,11_EN4,Q4a,767437.5,128.23,32
2016,11_EN4,Q4b,1383737.5,213.47,40
2016,11_EN8,Q1,201250.0,48.35,4
2016,11_EN8,Q2,276714.29,71.86,7
2016,11_EN8,Q3,384916.67,88.5,6
2016,11_EN8,Q4a,,,0
2016,11_EN8,Q4b,,,0
2016,11_N11,Q1,351187.5,50.24,16
2016,11_N11,Q2,389475.0,67.41,10
2016,11_N11,Q3,546852.08,91.19,24
2016,11_N11,Q4a,634375.0,122.71,20
2016,11_N11,Q4b,760000.0,182.0,1
2016,11_N13,Q1,294850.32,45.66,63
2016,11_N13,Q2,409834.08,68.42,62
2016,11_N13,Q3,515717.17,89.7,65
2016,11_N13,Q4a,647413.17,121.74,81
2016,11_N13,Q4b,855885.83,175.06,18
2016,11_N14,Q1,332682.93,50.7,41
2016,11_N14,Q2,401897.7,67.32,37
2016,11_N14,Q3,543223.57,90.8,35
2016,11_N14,Q4a,740353.75,121.32,44
2016,11_N14,Q4b,994980.18,179.36,28
2016,11_N18,Q1,214051.43,44.87,28
2016,11_N18,Q2,317855.65,70.46,69
2016,11_N18,Q3,361848.49,85.85,73
2016,11_N18,Q4a,429500.0,115.6,10
2016,11_N18,Q4b,595000.0,157.0,1
2016,11_N21,Q1,305707.02,48.08,59
2016,11_N21,Q2,398887.82,67.67,55
2016,11_N21,Q3,533874.16,90.34,50
2016,11_N21,Q4a,702741.25,125.46,64
2016,11_N21,Q4b,1148496.33,198.44,54
2016,11_N22,Q1,312750.0,46.07,4
2016,11_N22,Q2,463000.0,77.0,1
2016,11_N22,Q3,,,0
2016,11_N22,Q4a,,,0
2016,11_N22,Q4b,,,0
2016,11_N9,Q1,205995.87,45.2,87
2016,11_N9,Q2,316542.93,69.39,99
2016,11_N9,Q3,366046.15,88.15,104
2016,11_N9,Q4a,424172.88,115.17,26
2016,11_N9,Q4b,500000.0,151.0,1
2016,12_BR7,Q1,425000.0,55.0,1
2016,12_BR7,Q2,,,0
2016,12_BR7,Q3,435833.33,91.67,3
2016,12_BR7,Q4a,400000.0,119.0,1
2016,12_BR7,Q4b,,,0
2016,12_DA15,Q1,,,0
2016,12_DA15,Q2,,,0
2016,12_DA15,Q3,336000.0,89.0,2
2016,12_DA15,Q4a,475000.0,131.5,2
2016,12_DA15,Q4b,,,0
2016,12_SE10,Q1,365069.24,49.64,354
2016,12_SE10,Q2,486194.59,70.23,307
2016,12_SE10,Q3,609077.67,87.09,254
2016,12_SE10,Q4a,856593.0,122.61,112
2016,12_SE10,Q4b,1291113.79,192.53,19
2016,12_SE12,Q1,234937.5,49.4,8
2016,12_SE12,Q2,330205.88,69.54,17
2016,12_SE12,Q3,400553.85,88.1,26
2016,12_SE12,Q4a,572249.5,122.97,10
2016,12_SE12,Q4b,968736.25,173.04,4
2016,12_SE13,Q1,,,0
2016,12_SE13,Q2,325000.0,74.5,2
2016,12_SE13,Q3,384666.67,86.33,3
2016,12_SE13,Q4a,,,0
2016,12_SE13,Q4b,,,0
2016,12_SE18,Q1,263358.48,47.73,286
2016,12_SE18,Q2,342745.62,69.64,278
2016,12_SE18,Q3,393749.07,89.76,221
2016,12_SE18,Q4a,507758.1,120.14,94
2016,12_SE18,Q4b,680769.23,172.69,13
2016,12_SE2,Q1,251502.7,52.19,23
2016,12_SE2,Q2,307340.53,70.66,38
2016,12_SE2,Q3,354656.36,87.92,70
2016,12_SE2,Q4a,417000.0,117.79,9
2016,12_SE2,Q4b,430000.0,237.0,2
2016,12_SE28,Q1,227810.36,50.91,89
2016,12_SE28,Q2,275040.54,69.39,74
2016,12_SE28,Q3,287324.24,86.7,33
2016,12_SE28,Q4a,362666.67,113.67,6
2016,12_SE28,Q4b,,,0
2016,12_SE3,Q1,304330.14,48.73,117
2016,12_SE3,Q2,439590.37,69.38,127
2016,12_SE3,Q3,526116.61,88.68,174
2016,12_SE3,Q4a,739338.83,124.1,94
2016,12_SE3,Q4b,1750820.83,226.99,36
2016,12_SE7,Q1,291221.03,50.36,39
2016,12_SE7,Q2,366006.58,68.96,38
2016,12_SE7,Q3,498732.36,91.77,55
2016,12_SE7,Q4a,598245.78,120.87,32
2016,12_SE7,Q4b,752875.0,169.5,4
2016,12_SE8,Q1,322791.67,47.86,24
2016,12_SE8,Q2,450337.5,67.97,20
2016,12_SE8,Q3,546307.69,87.29,13
2016,12_SE8,Q4a,751944.44,119.43,9
2016,12_SE8,Q4b,,,0
2016,12_SE9,Q1,245045.11,49.59,93
2016,12_SE9,Q2,318109.38,67.65,118
2016,12_SE9,Q3,419039.77,90.25,172
2016,12_SE9,Q4a,527870.75,120.05,117
2016,12_SE9,Q4b,701673.08,192.6,26
2016,13_E1,Q1,,,0
2016,13_E1,Q2,,,0
2016,13_E1,Q3,,,0
2016,13_E1,Q4a,,,0
2016,13_E1,Q4b,,,0
2016,13_E2,Q1,426693.33,49.93,15
2016,13_E2,Q2,517824.75,67.7,20
2016,13_E2,Q3,615995.45,84.09,11
2016,13_E2,Q4a,966750.0,110.78,4
2016,13_E2,Q4b,,,0
2016,13_E20,Q1,,,0
2016,13_E20,Q2,,,0
2016,13_E20,Q3,,,0
2016,13_E20,Q4a,,,0
2016,13_E20,Q4b,,,0
2016,13_E5,Q1,356969.88,47.34,107
2016,13_E5,Q2,419708.57,67.4,83
2016,13_E5,Q3,522967.86,87.71,44
2016,13_E5,Q4a,831290.62,117.31,48
2016,13_E5,Q4b,1129696.15,186.44,13
2016,13_E8,Q1,418844.28,48.7,159
2016,13_E8,Q2,515493.53,69.53,129
2016,13_E8,Q3,692235.94,89.64,101
2016,13_E8,Q4a,963717.83,116.82,46
2016,13_E8,Q4b,1764666.67,190.52,9
2016,13_E9,Q1,382349.78,49.04,113
2016,13_E9,Q2,463166.43,67.99,105
2016,13_E9,Q3,632903.8,86.97,79
2016,13_E9,Q4a,919185.42,124.72,24
2016,13_E9,Q4b,1451166.67,176.92,9
2016,13_EC1V,Q1,560040.0,46.8,5
2016,13_EC1V,Q2,784500.0,75.25,4
2016,13_EC1V,Q3,842400.0,81.6,5
2016,13_EC1V,Q4a,,,0
2016,13_EC1V,Q4b,,,0
2016,13_EC2A,Q1,453800.0,43.64,5
2016,13_EC2A,Q2,738333.33,67.21,3
2016,13_EC2A,Q3,656250.0,90.5,2
2016,13_EC2A,Q4a,1375000.0,112.0,1
2016,13_EC2A,Q4b,,,0
2016,13_N1,Q1,483709.43,47.68,131
2016,13_N1,Q2,639689.83,69.26,118
2016,13_N1,Q3,821159.86,87.06,85
2016,13_N1,Q4a,1198593.04,114.6,45
2016,13_N1,Q4b,1924285.71,187.06,7
2016,13_N15,Q1,,,0
2016,13_N15,Q2,,,0
2016,13_N15,Q3,,,0
2016,13_N15,Q4a,,,0
2016,13_N15,Q4b,,,0
2016,13_N16,Q1,408794.23,48.21,164
2016,13_N16,Q2,500091.68,68.05,105
2016,13_N16,Q3,638567.11,88.52,98
2016,13_N16,Q4a,965203.57,121.09,70
2016,13_N16,Q4b,1352021.0,187.61,39
2016,13_N4,Q1,426505.83,51.49,90
2016,13_N4,Q2,535806.84,68.54,77
2016,13_N4,Q3,656310.16,84.47,61
2016,13_N4,Q4a,977076.33,120.69,18
2016,13_N4,Q4b,1386000.0,233.0,5
2016,13_N5,Q1,457500.0,41.5,2
2016,13_N5,Q2,,,0
2016,13_N5,Q3,715000.0,80.0,1
2016,13_N5,Q4a,,,0
2016,13_N5,Q4b,,,0
2016,14_NW10,Q1,304347.5,48.0,4
2016,14_NW10,Q2,571250.0,69.5,2
2016,14_NW10,Q3,665000.0,91.0,1
2016,14_NW10,Q4a,754877.5,116.41,4
2016,14_NW10,Q4b,1800000.0,306.0,1
2016,14_SW10,Q1,875000.0,58.0,1
2016,14_SW10,Q2,1045000.0,63.5,2
2016,14_SW10,Q3,725000.0,89.34,2
2016,14_SW10,Q4a,1586500.0,133.22,2
2016,14_SW10,Q4b,3550000.0,204.5,2
2016,14_SW6,Q1,512010.02,46.71,200
2016,14_SW6,Q2,723395.28,68.47,164
2016,14_SW6,Q3,939082.03,88.73,173
2016,14_SW6,Q4a,1458330.72,124.57,168
2016,14_SW6,Q4b,2334465.29,200.36,156
2016,14_W10,Q1,,,0
2016,14_W10,Q2,,,0
2016,14_W10,Q3,650000.0,91.0,1
2016,14_W10,Q4a,,,0
2016,14_W10,Q4b,,,0
2016,14_W11,Q1,293862.5,51.4,4
2016,14_W11,Q2,398966.0,72.0,2
2016,14_W11,Q3,,,0
2016,14_W11,Q4a,,,0
2016,14_W11,Q4b,,,0
2016,14_W12,Q1,436549.77,46.13,109
2016,14_W12,Q2,577244.51,67.7,71
2016,14_W12,Q3,776920.61,88.18,66
2016,14_W12,Q4a,1019497.37,122.23,38
2016,14_W12,Q4b,1736388.43,196.45,35
2016,14_W14,Q1,489307.29,44.98,94
2016,14_W14,Q2,657120.73,67.29,41
2016,14_W14,Q3,920482.92,87.38,24
2016,14_W14,Q4a,1147500.0,122.35,20
2016,14_W14,Q4b,2101541.67,202.6,24
2016,14_W3,Q1,310437.5,43.39,4
2016,14_W3,Q2,400000.0,73.0,1
2016,14_W3,Q3,234000.0,102.0,1
2016,14_W3,Q4a,,,0
2016,14_W3,Q4b,,,0
2016,14_W4,Q1,400000.0,42.0,1
2016,14_W4,Q2,,,0
2016,14_W4,Q3,,,0
2016,14_W4,Q4a,,,0
2016,14_W4,Q4b,1950000.0,185.0,1
2016,14_W6,Q1,481582.08,44.51,157
2016,14_W6,Q2,646843.84,68.84,68
2016,14_W6,Q3,996719.43,89.1,79
2016,14_W6,Q4a,1233224.51,124.43,51
2016,14_W6,Q4b,2222188.59,195.1,34
2016,15_N10,Q1,350621.34,45.21,41
2016,15_N10,Q2,523386.76,69.78,34
2016,15_N10,Q3,700192.12,88.01,26
2016,15_N10,Q4a,1080443.18,130.1,22
2016,15_N10,Q4b,1558520.41,201.87,49
2016,15_N11,Q1,269166.25,45.38,12
2016,15_N11,Q2,396600.0,64.91,10
2016,15_N11,Q3,631862.5,92.4,12
2016,15_N11,Q4a,868124.88,127.38,8
2016,15_N11,Q4b,1158333.33,173.67,3
2016,15_N13,Q1,,,0
2016,15_N13,Q2,,,0
2016,15_N13,Q3,485000.0,81.0,1
2016,15_N13,Q4a,,,0
2016,15_N13,Q4b,,,0
2016,15_N15,Q1,303329.88,49.51,86
2016,15_N15,Q2,405954.33,69.69,92
2016,15_N15,Q3,478688.63,88.46,62
2016,15_N15,Q4a,651721.56,122.25,61
2016,15_N15,Q4b,743500.0,190.12,8
2016,15_N17,Q1,282011.09,48.14,138
2016,15_N17,Q2,348784.64,69.47,204
2016,15_N17,Q3,435430.75,88.19,92
2016,15_N17,Q4a,532044.74,116.06,38
2016,15_N17,Q4b,185955.0,156.0,1
2016,15_N18,Q1,,,0
2016,15_N18,Q2,,,0
2016,15_N18,Q3,315000.0,79.0,1
2016,15_N18,Q4a,,,0
2016,15_N18,Q4b,,,0
2016,15_N2,Q1,412500.0,45.58,4
2016,15_N2,Q2,456055.56,67.8,9
2016,15_N2,Q3,629400.0,94.0,5
2016,15_N2,Q4a,1292295.45,119.06,11
2016,15_N2,Q4b,1759661.88,210.12,8
2016,15_N22,Q1,355169.1,51.37,83
2016,15_N22,Q2,432175.44,68.07,109
2016,15_N22,Q3,541409.77,88.49,88
2016,15_N22,Q4a,760568.18,124.72,55
2016,15_N22,Q4b,1099765.38,179.54,13
2016,15_N4,Q1,405890.87,47.79,62
2016,15_N4,Q2,497580.2,67.09,41
2016,15_N4,Q3,609630.85,89.01,34
2016,15_N4,Q4a,807916.67,125.07,18
2016,15_N4,Q4b,1287355.26,184.49,19
2016,15_N6,Q1,457125.44,48.3,36
2016,15_N6,Q2,628443.33,68.24,30
2016,15_N6,Q3,803696.55,86.41,29
2016,15_N6,Q4a,1332428.14,125.86,28
2016,15_N6,Q4b,2907769.23,256.33,26
2016,15_N8,Q1,408551.07,49.08,90
2016,15_N8,Q2,531499.42,67.47,86
2016,15_N8,Q3,677483.33,90.27,46
2016,15_N8,Q4a,924089.2,127.57,51
2016,15_N8,Q4b,1389883.12,189.86,48
2016,16_HA1,Q1,287567.86,47.65,111
2016,16_HA1,Q2,372156.0,68.17,81
2016,16_HA1,Q3,490794.99,90.6,72
2016,16_HA1,Q4a,594136.81,120.74,47
2016,16_HA1,Q4b,944905.88,202.14,17
2016,16_HA2,Q1,266355.8,46.58,89
2016,16_HA2,Q2,364515.19,68.05,72
2016,16_HA2,Q3,491794.83,89.12,146
2016,16_HA2,Q4a,595814.61,119.66,89
2016,16_HA2,Q4b,756875.0,169.11,12
2016,16_HA3,Q1,264638.61,47.35,69
2016,16_HA3,Q2,383209.31,69.01,102
2016,16_HA3,Q3,467411.23,89.07,141
2016,16_HA3,Q4a,557283.16,121.72,90
2016,16_HA3,Q4b,750732.35,175.29,17
2016,16_HA4,Q1,,,0
2016,16_HA4,Q2,415000.0,71.0,1
2016,16_HA4,Q3,437500.0,84.0,1
2016,16_HA4,Q4a,,,0
2016,16_HA4,Q4b,,,0
2016,16_HA5,Q1,295293.52,48.74,54
2016,16_HA5,Q2,404812.0,68.09,75
2016,16_HA5,Q3,543679.17,89.74,71
2016,16_HA5,Q4a,741624.32,124.77,111
2016,16_HA5,Q4b,1073015.91,197.36,66
2016,16_HA7,Q1,309711.8,49.87,50
2016,16_HA7,Q2,430154.11,70.78,73
2016,16_HA7,Q3,517281.57,89.21,137
2016,16_HA7,Q4a,672707.46,124.65,67
2016,16_HA7,Q4b,1130823.53,197.93,51
2016,16_HA8,Q1,281998.34,52.35,35
2016,16_HA8,Q2,385825.94,68.37,53
2016,16_HA8,Q3,485984.09,89.6,44
2016,16_HA8,Q4a,578598.0,118.52,25
2016,16_HA8,Q4b,898928.57,184.71,14
2016,16_NW9,Q1,,,0
2016,16_NW9,Q2,,,0
2016,16_NW9,Q3,,,0
2016,16_NW9,Q4a,,,0
2016,16_NW9,Q4b,,,0
2016,16_UB5,Q1,307475.0,57.0,2
2016,16_UB5,Q2,362500.0,76.0,1
2016,16_UB5,Q3,440000.0,83.21,3
2016,16_UB5,Q4a,,,0
2016,16_UB5,Q4b,,,0
2016,16_WD23,Q1,,,0
2016,16_WD23,Q2,,,0
2016,16_WD23,Q3,,,0
2016,16_WD23,Q4a,,,0
2016,16_WD23,Q4b,1330000.0,266.0,1
2016,17_RM1,Q1,220518.83,45.32,199
2016,17_RM1,Q2,278760.96,68.62,99
2016,17_RM1,Q3,372003.66,88.72,95
2016,17_RM1,Q4a,472390.73,122.22,55
2016,17_RM1,Q4b,598078.95,182.39,19
2016,17_RM11,Q1,249497.07,48.67,75
2016,17_RM11,Q2,314009.75,69.53,100
2016,17_RM11,Q3,395857.63,89.7,150
2016,17_RM11,Q4a,518071.5,122.07,90
2016,17_RM11,Q4b,867912.18,203.5,57
2016,17_RM12,Q1,218460.53,44.61,79
2016,17_RM12,Q2,323165.65,70.55,124
2016,17_RM12,Q3,373108.99,89.38,168
2016,17_RM12,Q4a,445408.41,121.22,82
2016,17_RM12,Q4b,571125.0,184.77,8
2016,17_RM13,Q1,208639.4,49.03,43
2016,17_RM13,Q2,281999.5,69.7,130
2016,17_RM13,Q3,320734.44,87.75,157
2016,17_RM13,Q4a,380898.15,119.47,54
2016,17_RM13,Q4b,545428.57,181.57,7
2016,17_RM14,Q1,305937.5,50.92,24
2016,17_RM14,Q2,345473.63,69.19,67
2016,17_RM14,Q3,449799.31,90.39,100
2016,17_RM14,Q4a,585461.68,120.57,98
2016,17_RM14,Q4b,806388.19,196.71,36
2016,17_RM2,Q1,243006.76,49.97,37
2016,17_RM2,Q2,297680.83,66.31,47
2016,17_RM2,Q3,395722.5,88.64,62
2016,17_RM2,Q4a,527293.11,119.95,37
2016,17_RM2,Q4b,804456.67,192.61,18
2016,17_RM3,Q1,213005.16,47.93,96
2016,17_RM3,Q2,300524.08,70.28,193
2016,17_RM3,Q3,332984.23,88.52,236
2016,17_RM3,Q4a,441738.89,115.06,90
2016,17_RM3,Q4b,647474.52,182.81,21
2016,17_RM4,Q1,215000.0,50.11,1
2016,17_RM4,Q2,,,0
2016,17_RM4,Q3,412250.0,95.0,4
2016,17_RM4,Q4a,537500.0,113.67,3
2016,17_RM4,Q4b,800000.0,198.0,1
2016,17_RM5,Q1,210389.8,49.67,25
2016,17_RM5,Q2,296990.27,70.79,73
2016,17_RM5,Q3,353086.01,87.74,108
2016,17_RM5,Q4a,425390.12,120.98,41
2016,17_RM5,Q4b,488812.5,169.25,4
2016,17_RM7,Q1,196812.39,46.53,96
