year,borough_outbound,area_bin,average_price,average_area,property_count
2021,11_N21,Q2,433848.97,68.48,78
2021,11_N21,Q3,605549.91,91.28,64
2021,11_N21,Q4a,820858.57,123.89,122
2021,11_N21,Q4b,1151856.06,194.16,66
2021,11_N22,Q1,297000.0,47.67,3
2021,11_N22,Q2,404900.0,69.47,5
2021,11_N22,Q3,,,0
2021,11_N22,Q4a,720000.0,108.0,1
2021,11_N22,Q4b,,,0
2021,11_N9,Q1,221739.48,44.75,71
2021,11_N9,Q2,357752.6,69.82,77
2021,11_N9,Q3,411588.57,86.99,127
2021,11_N9,Q4a,475693.55,117.77,31
2021,11_N9,Q4b,604666.67,173.17,6
2021,12_BR7,Q1,,,0
2021,12_BR7,Q2,474041.67,70.72,6
2021,12_BR7,Q3,588333.33,90.36,3
2021,12_BR7,Q4a,645000.0,126.0,1
2021,12_BR7,Q4b,,,0
2021,12_DA15,Q1,,,0
2021,12_DA15,Q2,397250.0,74.0,1
2021,12_DA15,Q3,455000.0,86.0,1
2021,12_DA15,Q4a,564000.0,112.33,3
2021,12_DA15,Q4b,,,0
2021,12_SE10,Q1,393716.21,50.35,214
2021,12_SE10,Q2,551271.51,68.91,185
2021,12_SE10,Q3,681347.11,87.26,205
2021,12_SE10,Q4a,932053.26,119.5,95
2021,12_SE10,Q4b,1393261.21,183.26,29
2021,12_SE12,Q1,269444.44,53.89,9
2021,12_SE12,Q2,337824.53,68.98,19
2021,12_SE12,Q3,458616.71,88.09,34
2021,12_SE12,Q4a,823400.0,126.1,16
2021,12_SE12,Q4b,880250.0,167.67,5
2021,12_SE13,Q1,371250.0,53.0,1
2021,12_SE13,Q2,316400.0,68.01,5
2021,12_SE13,Q3,517250.0,88.65,8
2021,12_SE13,Q4a,566250.0,122.5,2
2021,12_SE13,Q4b,,,0
2021,12_SE18,Q1,312365.4,48.97,223
2021,12_SE18,Q2,379402.82,70.56,268
2021,12_SE18,Q3,448957.05,88.17,279
2021,12_SE18,Q4a,548427.68,120.21,127
2021,12_SE18,Q4b,659342.93,173.12,27
2021,12_SE2,Q1,234860.83,49.73,18
2021,12_SE2,Q2,311618.29,69.26,41
2021,12_SE2,Q3,386830.63,87.26,78
2021,12_SE2,Q4a,425148.24,112.66,17
2021,12_SE2,Q4b,510000.0,174.0,1
2021,12_SE28,Q1,258094.44,52.05,36
2021,12_SE28,Q2,305220.85,67.22,48
2021,12_SE28,Q3,343257.14,90.06,35
2021,12_SE28,Q4a,403666.67,117.12,6
2021,12_SE28,Q4b,,,0
2021,12_SE3,Q1,352594.99,46.95,167
2021,12_SE3,Q2,476038.35,68.21,223
2021,12_SE3,Q3,574559.5,88.73,163
2021,12_SE3,Q4a,837176.97,121.93,76
2021,12_SE3,Q4b,1667937.5,206.79,40
2021,12_SE7,Q1,322000.0,49.91,64
2021,12_SE7,Q2,423545.44,70.13,88
2021,12_SE7,Q3,543939.42,89.47,104
2021,12_SE7,Q4a,682592.82,121.23,78
2021,12_SE7,Q4b,833800.0,184.8,10
2021,12_SE8,Q1,360993.67,49.66,12
2021,12_SE8,Q2,447428.57,64.3,7
2021,12_SE8,Q3,609861.11,90.02,9
2021,12_SE8,Q4a,525000.0,125.4,2
2021,12_SE8,Q4b,1001250.0,165.0,2
2021,12_SE9,Q1,257265.31,49.06,77
2021,12_SE9,Q2,379467.13,68.89,126
2021,12_SE9,Q3,471505.51,89.71,264
2021,12_SE9,Q4a,595866.32,120.98,147
2021,12_SE9,Q4b,870289.47,182.16,38
2021,13_E1,Q1,,,0
2021,13_E1,Q2,,,0
2021,13_E1,Q3,,,0
2021,13_E1,Q4a,,,0
2021,13_E1,Q4b,,,0
2021,13_E2,Q1,475401.22,48.06,40
2021,13_E2,Q2,590328.8,68.63,46
2021,13_E2,Q3,786847.06,86.38,17
2021,13_E2,Q4a,1087500.0,109.4,10
2021,13_E2,Q4b,1125000.0,163.0,2
2021,13_E20,Q1,127541.67,53.5,6
2021,13_E20,Q2,259291.67,71.0,3
2021,13_E20,Q3,236000.0,78.0,1
2021,13_E20,Q4a,919462.86,136.57,7
2021,13_E20,Q4b,950000.0,159.0,1
2021,13_E5,Q1,379520.37,48.06,108
2021,13_E5,Q2,510310.78,67.74,98
2021,13_E5,Q3,699011.08,89.17,80
2021,13_E5,Q4a,992692.83,121.37,77
2021,13_E5,Q4b,1234459.38,184.52,24
2021,13_E8,Q1,426176.31,48.18,129
2021,13_E8,Q2,548755.8,67.91,123
2021,13_E8,Q3,725812.43,88.98,105
2021,13_E8,Q4a,1197866.08,121.03,52
2021,13_E8,Q4b,1773640.4,186.02,25
2021,13_E9,Q1,403702.44,49.5,147
2021,13_E9,Q2,534273.55,69.27,141
2021,13_E9,Q3,678560.49,87.06,90
2021,13_E9,Q4a,998983.48,121.84,46
2021,13_E9,Q4b,1772285.71,182.55,21
2021,13_EC1V,Q1,598000.0,45.0,2
2021,13_EC1V,Q2,931666.67,75.33,3
2021,13_EC1V,Q3,1020000.0,79.0,1
2021,13_EC1V,Q4a,2035100.0,134.6,5
2021,13_EC1V,Q4b,,,0
2021,13_EC2A,Q1,770651.67,48.33,6
2021,13_EC2A,Q2,877000.0,66.6,3
2021,13_EC2A,Q3,851250.0,90.0,4
2021,13_EC2A,Q4a,944687.5,109.19,4
2021,13_EC2A,Q4b,1090328.0,185.0,1
2021,13_N1,Q1,461032.74,48.68,84
2021,13_N1,Q2,579981.46,69.28,91
2021,13_N1,Q3,763027.36,86.19,55
2021,13_N1,Q4a,1393677.59,123.46,29
2021,13_N1,Q4b,2196448.93,190.82,14
2021,13_N15,Q1,,,0
2021,13_N15,Q2,,,0
2021,13_N15,Q3,,,0
2021,13_N15,Q4a,385000.0,108.0,1
2021,13_N15,Q4b,1000000.0,211.0,1
2021,13_N16,Q1,425788.3,47.43,174
2021,13_N16,Q2,530044.5,67.78,113
2021,13_N16,Q3,810660.0,90.69,110
2021,13_N16,Q4a,1106361.0,122.6,103
2021,13_N16,Q4b,1341678.16,187.87,49
2021,13_N4,Q1,479794.54,50.98,194
2021,13_N4,Q2,567752.43,68.28,111
2021,13_N4,Q3,756347.65,85.4,81
2021,13_N4,Q4a,873513.64,114.73,22
2021,13_N4,Q4b,1796666.67,228.76,6
2021,13_N5,Q1,500010.0,47.83,5
2021,13_N5,Q2,547000.0,73.44,3
2021,13_N5,Q3,744000.0,83.45,4
2021,13_N5,Q4a,,,0
2021,13_N5,Q4b,,,0
2021,14_NW10,Q1,445000.0,58.0,1
2021,14_NW10,Q2,203783.33,74.33,3
2021,14_NW10,Q3,534375.0,91.83,6
2021,14_NW10,Q4a,750000.0,118.0,1
2021,14_NW10,Q4b,1750000.0,225.24,1
2021,14_SW10,Q1,800000.0,58.0,1
2021,14_SW10,Q2,1000000.0,76.0,1
2021,14_SW10,Q3,999937.5,91.5,8
2021,14_SW10,Q4a,1736115.64,122.0,11
2021,14_SW10,Q4b,3775000.0,214.62,8
2021,14_SW6,Q1,489358.14,46.74,204
2021,14_SW6,Q2,669632.37,68.57,158
2021,14_SW6,Q3,874043.88,88.92,168
2021,14_SW6,Q4a,1374957.79,125.45,220
2021,14_SW6,Q4b,2290621.79,213.8,217
2021,14_W10,Q1,,,0
2021,14_W10,Q2,,,0
2021,14_W10,Q3,,,0
2021,14_W10,Q4a,,,0
2021,14_W10,Q4b,,,0
2021,14_W11,Q1,,,0
2021,14_W11,Q2,482500.0,70.0,2
2021,14_W11,Q3,,,0
2021,14_W11,Q4a,,,0
2021,14_W11,Q4b,,,0
2021,14_W12,Q1,535944.37,49.11,168
2021,14_W12,Q2,808998.65,70.09,164
2021,14_W12,Q3,833016.8,87.25,92
2021,14_W12,Q4a,1197606.58,124.76,84
2021,14_W12,Q4b,1786762.28,190.12,57
2021,14_W14,Q1,467919.15,45.77,115
2021,14_W14,Q2,631607.74,68.44,82
2021,14_W14,Q3,885720.96,89.25,49
2021,14_W14,Q4a,1282238.93,123.4,30
2021,14_W14,Q4b,2003745.61,200.13,36
2021,14_W3,Q1,366875.0,50.0,8
2021,14_W3,Q2,,,0
2021,14_W3,Q3,718750.0,94.0,2
2021,14_W3,Q4a,732500.0,129.52,3
2021,14_W3,Q4b,,,0
2021,14_W4,Q1,,,0
2021,14_W4,Q2,,,0
2021,14_W4,Q3,,,0
2021,14_W4,Q4a,,,0
2021,14_W4,Q4b,1550000.0,181.0,1
2021,14_W6,Q1,404362.14,45.57,156
2021,14_W6,Q2,601681.48,69.74,85
2021,14_W6,Q3,990890.92,89.96,116
2021,14_W6,Q4a,1197012.64,124.02,89
2021,14_W6,Q4b,2279467.39,207.7,46
2021,15_N10,Q1,417641.3,50.77,69
2021,15_N10,Q2,534018.97,67.15,58
2021,15_N10,Q3,770666.36,86.96,33
2021,15_N10,Q4a,1140662.38,126.11,40
2021,15_N10,Q4b,1854733.33,212.6,75
2021,15_N11,Q1,310375.0,51.02,8
2021,15_N11,Q2,393482.14,67.52,14
2021,15_N11,Q3,611380.58,89.68,12
2021,15_N11,Q4a,960500.0,120.47,15
2021,15_N11,Q4b,1026666.67,168.33,3
2021,15_N13,Q1,,,0
2021,15_N13,Q2,450000.0,76.66,2
2021,15_N13,Q3,420000.0,81.0,1
2021,15_N13,Q4a,460000.0,112.0,1
2021,15_N13,Q4b,,,0
2021,15_N15,Q1,358448.03,49.95,61
2021,15_N15,Q2,500523.93,69.29,101
2021,15_N15,Q3,617861.34,89.88,73
2021,15_N15,Q4a,748277.78,121.94,54
2021,15_N15,Q4b,1010000.0,180.0,3
2021,15_N17,Q1,318494.2,49.28,76
2021,15_N17,Q2,395146.67,69.28,101
2021,15_N17,Q3,512083.61,88.96,122
2021,15_N17,Q4a,616762.74,118.26,62
2021,15_N17,Q4b,742500.0,186.0,2
2021,15_N18,Q1,,,0
2021,15_N18,Q2,306000.0,63.0,2
2021,15_N18,Q3,,,0
2021,15_N18,Q4a,,,0
2021,15_N18,Q4b,,,0
2021,15_N2,Q1,402833.33,49.04,6
2021,15_N2,Q2,449450.0,65.04,10
2021,15_N2,Q3,852500.0,91.53,4
2021,15_N2,Q4a,1173428.57,124.29,7
2021,15_N2,Q4b,1923750.0,209.19,16
2021,15_N22,Q1,368089.29,50.44,84
2021,15_N22,Q2,483265.21,68.55,102
2021,15_N22,Q3,620030.2,90.34,101
2021,15_N22,Q4a,803383.09,120.59,79
2021,15_N22,Q4b,1221294.67,171.43,21
2021,15_N4,Q1,426607.63,47.22,76
2021,15_N4,Q2,515910.24,66.51,58
2021,15_N4,Q3,658733.07,88.23,45
2021,15_N4,Q4a,870750.0,125.42,38
2021,15_N4,Q4b,1439904.77,202.57,35
2021,15_N6,Q1,449188.33,47.63,60
2021,15_N6,Q2,661645.53,68.26,53
2021,15_N6,Q3,779338.24,86.95,34
2021,15_N6,Q4a,1189745.02,123.71,47
2021,15_N6,Q4b,2343681.95,228.16,55
2021,15_N8,Q1,415906.17,49.37,179
2021,15_N8,Q2,543858.31,67.91,214
2021,15_N8,Q3,691527.97,88.04,75
2021,15_N8,Q4a,990312.84,125.21,103
2021,15_N8,Q4b,1428780.58,183.93,69
2021,16_HA1,Q1,304151.5,49.48,131
2021,16_HA1,Q2,429755.75,71.26,142
2021,16_HA1,Q3,511344.13,90.3,89
2021,16_HA1,Q4a,612228.4,122.45,81
2021,16_HA1,Q4b,1014656.82,196.68,22
2021,16_HA2,Q1,291227.25,48.7,75
2021,16_HA2,Q2,393242.63,70.08,95
2021,16_HA2,Q3,512582.56,89.52,176
2021,16_HA2,Q4a,651322.29,123.15,131
2021,16_HA2,Q4b,766868.42,178.54,19
2021,16_HA3,Q1,290391.3,47.98,46
2021,16_HA3,Q2,415963.51,68.77,84
2021,16_HA3,Q3,508515.02,90.3,126
2021,16_HA3,Q4a,601323.74,120.89,103
2021,16_HA3,Q4b,885048.39,182.68,31
2021,16_HA4,Q1,,,0
2021,16_HA4,Q2,480000.0,76.0,1
2021,16_HA4,Q3,536000.0,101.0,1
2021,16_HA4,Q4a,580000.0,138.0,1
2021,16_HA4,Q4b,,,0
2021,16_HA5,Q1,316858.33,49.72,54
2021,16_HA5,Q2,415847.92,68.0,74
2021,16_HA5,Q3,626674.24,90.91,128
2021,16_HA5,Q4a,817922.7,123.34,152
2021,16_HA5,Q4b,1107787.27,192.05,84
2021,16_HA7,Q1,328098.44,47.19,59
2021,16_HA7,Q2,451688.31,69.28,77
2021,16_HA7,Q3,575029.53,90.23,127
2021,16_HA7,Q4a,787422.74,122.95,110
2021,16_HA7,Q4b,1320392.06,213.2,63
2021,16_HA8,Q1,292575.0,53.0,10
2021,16_HA8,Q2,427906.54,68.79,37
2021,16_HA8,Q3,513630.12,89.77,49
2021,16_HA8,Q4a,646189.66,121.53,29
2021,16_HA8,Q4b,1170461.54,214.14,13
2021,16_NW9,Q1,,,0
2021,16_NW9,Q2,,,0
2021,16_NW9,Q3,,,0
2021,16_NW9,Q4a,,,0
2021,16_NW9,Q4b,,,0
2021,16_UB5,Q1,265000.0,43.0,1
2021,16_UB5,Q2,453898.33,73.67,3
2021,16_UB5,Q3,335000.0,87.0,1
2021,16_UB5,Q4a,462500.0,114.0,2
2021,16_UB5,Q4b,,,0
2021,16_WD23,Q1,,,0
2021,16_WD23,Q2,,,0
2021,16_WD23,Q3,,,0
2021,16_WD23,Q4a,,,0
2021,16_WD23,Q4b,,,0
2021,17_RM1,Q1,233545.31,40.11,197
2021,17_RM1,Q2,327953.84,67.75,101
2021,17_RM1,Q3,434821.15,90.22,138
2021,17_RM1,Q4a,518012.79,120.66,86
2021,17_RM1,Q4b,745197.37,180.68,19
2021,17_RM11,Q1,279130.75,51.43,65
2021,17_RM11,Q2,368151.63,68.86,123
2021,17_RM11,Q3,456895.9,89.87,223
2021,17_RM11,Q4a,595885.88,122.89,154
2021,17_RM11,Q4b,1041021.93,214.55,74
2021,17_RM12,Q1,282877.3,50.25,98
2021,17_RM12,Q2,359499.6,69.17,155
2021,17_RM12,Q3,443171.16,89.78,324
2021,17_RM12,Q4a,528147.46,120.74,148
2021,17_RM12,Q4b,677725.95,171.45,21
2021,17_RM13,Q1,252665.38,49.36,65
2021,17_RM13,Q2,332610.19,69.53,270
2021,17_RM13,Q3,387502.52,88.25,216
2021,17_RM13,Q4a,465743.12,119.83,146
2021,17_RM13,Q4b,558583.33,182.5,12
2021,17_RM14,Q1,340727.27,50.34,33
2021,17_RM14,Q2,398569.79,69.21,78
2021,17_RM14,Q3,507253.18,89.51,196
2021,17_RM14,Q4a,659107.95,122.93,149
2021,17_RM14,Q4b,914275.96,186.36,52
2021,17_RM2,Q1,250484.12,51.62,40
2021,17_RM2,Q2,348469.3,68.74,57
2021,17_RM2,Q3,481414.29,90.21,70
2021,17_RM2,Q4a,616668.35,120.28,79
2021,17_RM2,Q4b,904948.28,187.25,29
2021,17_RM3,Q1,247892.05,46.76,78
2021,17_RM3,Q2,332601.05,69.35,187
2021,17_RM3,Q3,379148.51,87.19,257
2021,17_RM3,Q4a,470853.26,119.02,92
2021,17_RM3,Q4b,607500.0,171.26,19
2021,17_RM4,Q1,195000.0,47.69,1
2021,17_RM4,Q2,400000.0,69.0,1
2021,17_RM4,Q3,385333.33,87.6,3
2021,17_RM4,Q4a,689200.0,126.48,5
2021,17_RM4,Q4b,700000.0,181.67,3
2021,17_RM5,Q1,277730.54,48.51,26
2021,17_RM5,Q2,352041.69,70.77,83
2021,17_RM5,Q3,398327.84,86.69,167
2021,17_RM5,Q4a,474018.16,118.43,55
2021,17_RM5,Q4b,571856.43,167.79,7
2021,17_RM7,Q1,239044.78,46.0,67
2021,17_RM7,Q2,335816.67,69.27,120
2021,17_RM7,Q3,402105.16,88.16,164
2021,17_RM7,Q4a,463160.24,120.46,63
2021,17_RM7,Q4b,470000.0,154.5,2
2021,18_HA4,Q1,349391.02,49.65,202
2021,18_HA4,Q2,441103.96,68.56,240
2021,18_HA4,Q3,571907.99,90.11,283
2021,18_HA4,Q4a,690935.31,123.23,177
2021,18_HA4,Q4b,965444.46,181.26,54
2021,18_HA5,Q1,362521.74,51.79,23
2021,18_HA5,Q2,448555.92,69.27,38
2021,18_HA5,Q3,586834.33,90.08,51
2021,18_HA5,Q4a,745958.6,121.94,35
2021,18_HA5,Q4b,1066458.33,191.43,12
2021,18_HA6,Q1,291016.13,48.97,31
2021,18_HA6,Q2,426060.0,69.94,25
2021,18_HA6,Q3,567237.1,90.71,62
2021,18_HA6,Q4a,773593.44,124.32,73
2021,18_HA6,Q4b,1347729.93,206.58,44
2021,18_TW19,Q1,,,0
2021,18_TW19,Q2,,,0
2021,18_TW19,Q3,,,0
2021,18_TW19,Q4a,,,0
2021,18_TW19,Q4b,,,0
2021,18_UB10,Q1,306846.59,49.44,91
2021,18_UB10,Q2,413068.59,68.14,148
2021,18_UB10,Q3,537216.75,88.75,206
2021,18_UB10,Q4a,689858.94,122.11,125
2021,18_UB10,Q4b,944463.41,186.53,41
2021,18_UB3,Q1,278998.7,47.89,113
2021,18_UB3,Q2,393573.78,68.88,144
2021,18_UB3,Q3,440603.16,87.87,135
2021,18_UB3,Q4a,512617.69,118.08,42
2021,18_UB3,Q4b,564750.0,153.0,4
2021,18_UB4,Q1,266896.7,46.41,82
2021,18_UB4,Q2,399597.06,68.6,85
2021,18_UB4,Q3,455539.95,87.23,110
2021,18_UB4,Q4a,532857.14,121.08,35
2021,18_UB4,Q4b,693750.0,187.0,4
2021,18_UB5,Q1,263125.0,40.49,16
2021,18_UB5,Q2,422500.0,72.0,1
2021,18_UB5,Q3,536666.67,89.33,3
2021,18_UB5,Q4a,467500.0,116.0,2
2021,18_UB5,Q4b,612500.0,183.5,2
2021,18_UB7,Q1,258692.11,46.06,111
2021,18_UB7,Q2,344645.83,69.27,96
2021,18_UB7,Q3,433753.62,87.48,112
2021,18_UB7,Q4a,532967.39,119.21,46
2021,18_UB7,Q4b,877375.0,200.0,4
2021,18_UB8,Q1,261819.17,45.2,130
2021,18_UB8,Q2,391829.3,69.6,134
2021,18_UB8,Q3,469651.95,89.06,149
2021,18_UB8,Q4a,572823.46,122.58,68
2021,18_UB8,Q4b,780366.67,177.6,15
2021,18_UB9,Q1,294220.0,49.24,25
2021,18_UB9,Q2,380340.91,69.06,33
2021,18_UB9,Q3,484859.17,92.69,30
2021,18_UB9,Q4a,600586.55,120.45,29
2021,18_UB9,Q4b,859111.11,185.06,9
2021,18_WD3,Q1,,,0
2021,18_WD3,Q2,374000.0,69.8,5
2021,18_WD3,Q3,615000.0,78.0,1
2021,18_WD3,Q4a,635000.0,120.0,1
2021,18_WD3,Q4b,,,0
2021,19_TW1,Q1,306458.33,48.86,12
2021,19_TW1,Q2,332500.0,70.0,1
2021,19_TW1,Q3,,,0
2021,19_TW1,Q4a,,,0
2021,19_TW1,Q4b,,,0
2021,19_TW13,Q1,259622.29,48.72,83
2021,19_TW13,Q2,362244.74,68.16,106
2021,19_TW13,Q3,423636.31,88.04,99
2021,19_TW13,Q4a,485954.76,120.62,42
2021,19_TW13,Q4b,667300.0,167.59,5
2021,19_TW14,Q1,267070.95,51.02,63
2021,19_TW14,Q2,370560.81,69.6,74
2021,19_TW14,Q3,425813.0,88.42,100
2021,19_TW14,Q4a,476250.0,117.57,30
2021,19_TW14,Q4b,451000.0,193.67,3
2021,19_TW15,Q1,285000.0,57.0,1
2021,19_TW15,Q2,,,0
2021,19_TW15,Q3,,,0
2021,19_TW15,Q4a,,,0
2021,19_TW15,Q4b,,,0
2021,19_TW3,Q1,282099.51,48.65,61
2021,19_TW3,Q2,395399.81,71.48,75
2021,19_TW3,Q3,491107.29,88.14,89
2021,19_TW3,Q4a,587778.7,125.72,54
2021,19_TW3,Q4b,668833.33,177.67,6
2021,19_TW4,Q1,275027.78,50.42,18
2021,19_TW4,Q2,319854.17,69.93,24
2021,19_TW4,Q3,438281.0,91.19,32
2021,19_TW4,Q4a,511500.0,126.5,14
2021,19_TW4,Q4b,463000.0,172.0,1
2021,19_TW5,Q1,257131.58,50.29,19
2021,19_TW5,Q2,357997.83,68.48,23
2021,19_TW5,Q3,512580.9,91.05,60
2021,19_TW5,Q4a,571256.1,121.44,41
2021,19_TW5,Q4b,835000.0,224.83,6
2021,19_TW7,Q1,299426.55,49.4,96
2021,19_TW7,Q2,416852.08,67.91,144
2021,19_TW7,Q3,570687.96,89.5,133
2021,19_TW7,Q4a,699755.29,122.3,85
2021,19_TW7,Q4b,963957.69,189.23,26
2021,19_TW8,Q1,343488.0,46.52,84
2021,19_TW8,Q2,457677.34,69.43,77
2021,19_TW8,Q3,565383.11,87.28,74
2021,19_TW8,Q4a,694640.24,117.83,41
2021,19_TW8,Q4b,1158238.46,193.87,13
2021,19_UB2,Q1,211166.67,40.3,3
2021,19_UB2,Q2,398500.0,69.71,5
2021,19_UB2,Q3,444875.0,87.88,8
2021,19_UB2,Q4a,689375.0,140.5,4
2021,19_UB2,Q4b,750000.0,162.5,2
2021,19_W3,Q1,415000.0,52.13,1
2021,19_W3,Q2,,,0
2021,19_W3,Q3,725785.71,93.29,7
2021,19_W3,Q4a,747499.9,122.8,10
2021,19_W3,Q4b,,,0
2021,19_W4,Q1,435087.04,49.08,108
2021,19_W4,Q2,565226.96,68.62,92
2021,19_W4,Q3,790384.81,88.66,79
2021,19_W4,Q4a,1183835.67,126.36,103
2021,19_W4,Q4b,1993406.13,205.83,116
2021,19_W5,Q1,,,0
2021,19_W5,Q2,520000.0,61.0,1
2021,19_W5,Q3,,,0
2021,19_W5,Q4a,857500.0,137.0,2
2021,19_W5,Q4b,,,0
2021,19_W6,Q1,,,0
2021,19_W6,Q2,657250.0,73.58,2
2021,19_W6,Q3,719166.67,88.67,3
2021,19_W6,Q4a,1800000.0,147.0,1
2021,19_W6,Q4b,1691666.67,209.67,3
2021,1_IG11,Q1,241356.1,48.19,126
2021,1_IG11,Q2,311577.99,69.97,144
2021,1_IG11,Q3,406801.31,87.95,111
2021,1_IG11,Q4a,487513.18,125.03,74
2021,1_IG11,Q4b,583534.45,181.9,20
2021,1_RM10,Q1,238295.92,49.0,49
2021,1_RM10,Q2,320962.72,69.52,114
2021,1_RM10,Q3,360114.36,87.63,141
2021,1_RM10,Q4a,398952.63,118.2,19
2021,1_RM10,Q4b,564000.0,170.5,2
2021,1_RM5,Q1,,,0
2021,1_RM5,Q2,328000.0,73.0,1
2021,1_RM5,Q3,,,0
2021,1_RM5,Q4a,,,0
2021,1_RM5,Q4b,,,0
2021,1_RM6,Q1,194520.0,46.72,25
2021,1_RM6,Q2,342216.22,68.73,37
2021,1_RM6,Q3,386079.26,88.59,68
2021,1_RM6,Q4a,461727.73,118.71,22
2021,1_RM6,Q4b,565714.29,170.43,7
2021,1_RM7,Q1,281900.0,54.64,5
2021,1_RM7,Q2,360500.0,69.62,20
2021,1_RM7,Q3,416144.19,90.41,43
2021,1_RM7,Q4a,464556.94,115.22,18
2021,1_RM7,Q4b,627500.0,176.5,2
2021,1_RM8,Q1,223937.5,48.38,32
2021,1_RM8,Q2,328261.51,69.22,164
2021,1_RM8,Q3,356667.7,85.41,89
2021,1_RM8,Q4a,389005.0,119.38,19
2021,1_RM8,Q4b,445000.0,159.0,1
2021,1_RM9,Q1,239472.97,50.67,37
2021,1_RM9,Q2,321170.27,68.26,157
2021,1_RM9,Q3,353014.26,85.52,102
2021,1_RM9,Q4a,420631.82,115.27,11
2021,1_RM9,Q4b,557500.0,159.0,1
2021,20_EC1A,Q1,,,0
2021,20_EC1A,Q2,,,0
2021,20_EC1A,Q3,,,0
2021,20_EC1A,Q4a,,,0
2021,20_EC1A,Q4b,,,0
2021,20_EC1M,Q1,385000.0,26.99,3
2021,20_EC1M,Q2,907500.0,67.0,2
2021,20_EC1M,Q3,1300000.0,99.0,1
2021,20_EC1M,Q4a,1018500.0,116.5,2
2021,20_EC1M,Q4b,,,0
2021,20_EC1R,Q1,516166.67,49.77,9
2021,20_EC1R,Q2,764361.54,67.94,13
2021,20_EC1R,Q3,998666.67,91.26,6
2021,20_EC1R,Q4a,1656666.67,133.67,3
2021,20_EC1R,Q4b,2860125.0,231.75,4
2021,20_EC1V,Q1,548925.89,49.77,56
2021,20_EC1V,Q2,821210.0,69.78,50
2021,20_EC1V,Q3,1115556.35,90.85,54
2021,20_EC1V,Q4a,1464681.25,122.87,16
2021,20_EC1V,Q4b,3089075.0,186.17,8
2021,20_EC1Y,Q1,493333.33,52.96,6
2021,20_EC1Y,Q2,711458.33,71.58,12
2021,20_EC1Y,Q3,903333.33,90.0,6
2021,20_EC1Y,Q4a,,,0
2021,20_EC1Y,Q4b,,,0
2021,20_EC2A,Q1,470833.33,56.65,3
2021,20_EC2A,Q2,545000.0,63.11,2
2021,20_EC2A,Q3,,,0
2021,20_EC2A,Q4a,880000.0,136.0,1
2021,20_EC2A,Q4b,2140000.0,168.0,1
2021,20_N1,Q1,464263.65,46.04,200
2021,20_N1,Q2,667915.29,68.8,161
2021,20_N1,Q3,930834.81,88.69,128
2021,20_N1,Q4a,1388924.49,122.84,109
2021,20_N1,Q4b,2503650.21,206.89,76
2021,20_N16,Q1,,,0
2021,20_N16,Q2,451666.67,71.1,3
2021,20_N16,Q3,680200.0,92.83,6
2021,20_N16,Q4a,1005500.0,116.5,2
2021,20_N16,Q4b,,,0
2021,20_N19,Q1,418018.74,48.59,105
2021,20_N19,Q2,537692.71,68.11,68
2021,20_N19,Q3,636829.89,87.18,63
2021,20_N19,Q4a,1043716.3,124.48,50
2021,20_N19,Q4b,1523061.28,180.95,36
2021,20_N4,Q1,444070.83,46.95,36
2021,20_N4,Q2,554727.93,67.16,30
2021,20_N4,Q3,777855.14,89.33,36
2021,20_N4,Q4a,1110579.13,122.9,23
2021,20_N4,Q4b,1311833.33,177.17,6
2021,20_N5,Q1,542577.13,47.4,75
2021,20_N5,Q2,621072.42,67.4,89
2021,20_N5,Q3,806310.02,86.87,46
2021,20_N5,Q4a,1372576.2,125.81,46
2021,20_N5,Q4b,2006449.27,193.76,41
2021,20_N6,Q1,332000.0,55.0,1
2021,20_N6,Q2,604375.0,68.78,4
2021,20_N6,Q3,695000.0,91.22,1
2021,20_N6,Q4a,900000.0,135.0,1
2021,20_N6,Q4b,1625000.0,252.0,1
2021,20_N7,Q1,402496.15,46.84,139
2021,20_N7,Q2,536320.53,69.03,98
2021,20_N7,Q3,673110.83,87.43,87
2021,20_N7,Q4a,1002010.0,122.69,45
2021,20_N7,Q4b,1810500.0,200.54,24
2021,20_N8,Q1,370000.0,49.0,2
2021,20_N8,Q2,472500.0,64.25,4
2021,20_N8,Q3,,,0
2021,20_N8,Q4a,895000.0,126.0,1
2021,20_N8,Q4b,2295000.0,263.0,2
2021,20_NW5,Q1,379000.0,47.0,1
2021,20_NW5,Q2,,,0
2021,20_NW5,Q3,,,0
2021,20_NW5,Q4a,1140000.0,110.55,1
2021,20_NW5,Q4b,,,0
2021,20_WC1X,Q1,389394.44,44.22,9
2021,20_WC1X,Q2,650416.67,66.55,6
2021,20_WC1X,Q3,808309.0,90.0,5
2021,20_WC1X,Q4a,810000.0,108.0,1
2021,20_WC1X,Q4b,2537500.0,177.0,2
2021,21_SW10,Q1,620811.32,46.51,53
2021,21_SW10,Q2,891252.24,69.07,37
2021,21_SW10,Q3,1163141.07,88.59,28
2021,21_SW10,Q4a,1720619.05,123.69,21
2021,21_SW10,Q4b,4123214.29,215.55,42
2021,21_SW1W,Q1,620000.0,34.0,1
2021,21_SW1W,Q2,908000.0,64.5,2
2021,21_SW1W,Q3,1193166.67,86.98,6
2021,21_SW1W,Q4a,2100000.0,117.17,1
2021,21_SW1W,Q4b,2050000.0,179.0,1
2021,21_SW1X,Q1,997000.0,51.04,5
2021,21_SW1X,Q2,969830.86,63.69,7
2021,21_SW1X,Q3,1890375.0,90.25,8
